cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
n.c.,,Manuscrit imprimé,Regnault,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",20 février 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",5 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Garat,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",7 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",26 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",8 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",14 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,V. Nicolay,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",16 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bicquilley,Adresse des autorités constituées séantes à Nancy à la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",17 mars 1793,Adresse des autorités constituées séantes à Nancy à la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",18 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",20 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Garat,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",28 mars 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Mourer,Décret de la convention nationale.,Papier cartonné,Français,"Paris, imprimerie nationale",2 avril 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Mourer,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",avril 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Mourer,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",16 avril 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Levasseur,Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",18 avril 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrin,(Double) Procès verbaux.,Papier,Français,"Nancy, Veuve Bachot","Sunday, November 27, 1904",(Double) Procès verbaux.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",24 avril 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",5 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",5 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",23 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",9 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Ministre de la guerre,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",19 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,J. C. Batteliez,Décret de la convention nationale.,Papier cartonné,Français,_,22 mai 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Dauphin,Décret de la convention nationale.,Papier cartonné,Français,"Paris, imprimerie nationale",27 juin 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Dauphin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",6 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Poirson,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",10 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Poirson,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",12 juillet 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Poirson,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",22 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Dauphin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",22 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Saulnier,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",25 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Saulnier,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",6 septembre 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Saulnier,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",7 septembre 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Guadet,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",29 septembre 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Thirion,Exposition des motifs d'après lesquels l'assemblée nationale a proclamé la convention.,Papier cartonné,Français,"Nancy, H. Haener",octobre 1793,Exposition des motifs d'après lesquels l'assemblée nationale a proclamé la convention.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Nicolas,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener","Sunday, November 27, 1904",(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Nicolas,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",16 novembre 1793,(Double) Décret de la convention nationale.,Mauvais,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Nicolas,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",30 novembre 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Dacraigne,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",4 décembre 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Pétittion de plusieurs citoyens de Nancy à la convention nationale.,Papier cartonné,Français,Pellier,8 mars 1794,Pétittion de plusieurs citoyens de Nancy à la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Décret de la convention nationale.,Papier cartonné,Français,"Paris, imprimerie nationale exécutive du Louvre.",9 mars 1794,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Extrait du bulletin de la convention nationale du 10 frimaire.,Papier cartonné,Français,"Nancy, Veuve Bachot",20 novembre 1794,Extrait du bulletin de la convention nationale du 10 frimaire.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,J. B. Harmand,(Double) Extrait des registres des délibérations du directoire exécutif.,Papier,Français,_,12 octobre 1796,(Double) Extrait des registres des délibérations du directoire exécutif.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,François,Motion d'ordre sur le commerce et les arts.,Papier,Français,"Paris, Imprimerie nationale",_,Motion d'ordre sur le commerce et les arts.,Mauvais,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Balland,"Circulaire, 1ere division.",Papier,Français,_,15 frumidor an V,"Circulaire, 1ere division.",Mauvais,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Letourneux,(Double) Proclamation du directoire exécutif.,Papier,Français,"Nancy, Guivard",12 décembre 1797,(Double) Proclamation du directoire exécutif.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Letourneux,"(Double) 6e division, navigation intérieur.",Papier,Français,_,10 avril 1798,"(Double) 6e division, navigation intérieur.",Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Letourneux,"(Double) 6e division, navigation intérieur.",Papier,Français,_,10 avril 1798,"(Double) 6e division, navigation intérieur.",Mauvais,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Villot,"(Double) 6e division, navigation intérieur.",Papier,Français,_,10 avril 1798,"(Double) 6e division, navigation intérieur.",Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Villot,(Double) L'administration centrale du département de la Meurthe à celles municipales de l'arrondissement.,Papier,Français,_,7 janvier 1799,(Double) L'administration centrale du département de la Meurthe à celles municipales de l'arrondissement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Thiery,(Double) L'administration centrale du département de la Meurthe à celles municipales de l'arrondissement.,Papier,Français,_,7 janvier 1799,(Double) L'administration centrale du département de la Meurthe à celles municipales de l'arrondissement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Napoléon,(Double) Arrêté de l'administration centrale du département de la Meurthe.,Papier,Français,"Nancy, C. S. Lamort",29 juillet 1799,(Double) Arrêté de l'administration centrale du département de la Meurthe.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Dongois,Décret impérial concernant les fabriques.,Papier,Français,"nancy, Leseure",30 décembre 1809,Décret impérial concernant les fabriques.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Lebret,Arrest du parlement.,Multicolore,Français,"Paris, Muguet",17 décembre 1712,Arrest du parlement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Gothier,Arrest de la cour du parlement.,Marron,Français,"Paris, P. G. Simon",20 décembre 1774,Arrest de la cour du parlement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Joseph Bonaparte,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",3 novembre 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Traité conclu à Luneville ce 20 pluviose l'an 9 de la république française.,Papier,Français,_,20 pluviose an IX,Traité conclu à Luneville ce 20 pluviose l'an 9 de la république française.,Mauvais,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Le comte de Rastapchine,Friedens Tractat,Papier,Allemand,_,20 octobre 1809,Friedens Tractat,Correct,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Au nom de l'empereur et roi.,Papier,Français,_,24 septembre 1812,Au nom de l'empereur et roi.,Correct,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Thibault,Précis des évènements militaires depuis le 16 août 1813.,Papier,Français,_,"Saturday, December 17, 1904",Précis des évènements militaires depuis le 16 août 1813.,Correct,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,"Louis, roi de France",Traduction de l'acte passé par le comte de Taaf.,Papier,Français,_,6 août 1701,Traduction de l'acte passé par le comte de Taaf.,Correct,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,"Louis, roi de France",Le roi aux français.,Papier cartonné,Français,_,28 juin 1815,Le roi aux français.,Correct,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,"Louis, roi de France",Règlement sur les appointements et la solde des dragons.,Papier,Français,_,1er janvier 1791,Règlement sur les appointements et la solde des dragons.,Correct,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,M. de Sérigny,Règlement sur les appointements et la solde des dragons.,Papier,Français,_,1er janvier 1791,Règlement sur les appointements et la solde des dragons.,Correct,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Mémoire des titres qu'il est nécessaire de produire pour être reçu au nombre des élèves des écoles royales militaires.,Papier,Français,_,_,Mémoire des titres qu'il est nécessaire de produire pour être reçu au nombre des élèves des écoles royales militaires.,Correct,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Mémoire instructif sur ce que les Parens doivent observer pour proposer leurs enfans pour les écoles royales militaires.,Papier,Français,"Nancy, Veuve Leclerc",_,Mémoire instructif sur ce que les Parens doivent observer pour proposer leurs enfans pour les écoles royales militaires.,Correct,"Factum ""Armée, document d'intérêt national""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livre,_,Instruction des H. G,Orange,Français,_,"Sunday, December 11, 1904",Instruction des H. G,Mauvais,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Instruction de compagnon.,Jaune,Français,"Paris, A. Lebon","Saturday, February 04, 1905",Instruction de compagnon.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Instruction pour le grande symbolique d'apprenti,Orange,Français,"Paris, F. Alexandre","Wednesday, February 08, 1905",Instruction pour le grande symbolique d'apprenti,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Instruction pour la grade symbolique de maître.,Orange,Français,"Paris, F. Alexandre","Wednesday, February 08, 1905",Instruction pour la grade symbolique de maître.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Tableau des FF. qui composent les souv. Chap. de la R. L. ,Papier,Français,_,10 février 1828,Tableau des FF. qui composent les souv. Chap. de la R. L. ,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Tableau des FF. qui composent les souv. Chap. de la R. L. ,Papier,Français,_,_,Tableau des FF. qui composent les souv. Chap. de la R. L. ,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Règlement du souv. Chap. de Nancy.,Marron,Français,_,_,Rgèglement du souv. Chap. de Nancy.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livre,F. T B. Clavel,Manuel pratique de Franc-maçon.,Bleu,Français,"Paris, A. Berlandier","Wednesday, January 18, 1905",Manuel pratique de Franc-maçon.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livre,_,Almanach de la Franc-maçonnerie.,Papier,Français,"Paris, Pagnerre",_,Almanach de la Franc-maçonnerie.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livre,_,Instruction ou catéchisme des BB. CC. FF. Charb.,Marron,Français,Impriemerie de Prudont,_,Instruction ou catéchisme des BB. CC. FF. Charb.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Règlement de la R. loge saint-Jean.,Marron,Français,_,_,Règlement de la R. loge saint-Jean.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Bleu,Français,_,_,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Instructions sur la maçonnerie. Grade d'apprentit.,Noir,Français,_,"Wednesday, December 14, 1904",Instructions sur la maçonnerie. Grade d'apprentit.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Article de journal,E. Marchal,Le premier Franc-Maçon lorrain connu.,Papier,Français,Annales maçonniques,"Monday, December 12, 1904",Le premier Franc-Maçon lorrain connu.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,F. Cournault,Instructions F. maçonniques.,Papier,Français,"Paris, A. Teissier",_,Instructions F. maçonniques.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Discours prononcé à la L. saint-Jean de Jérusalem.,Papier,Français,"Nancy, G. Crépin-Leblond","Friday, February 17, 1905",Discours prononcé à la L. saint-Jean de Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Inauguration du buste de sa majesté Louis XVIII.,Bleu,Français,_,28 août 1814,Inauguration du buste de sa majesté Louis XVIII.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,T. C. T. Eug. Bagré,Adresse à tous les maçons de France et d'Allemagne.,Bleu,Français,"Nancy, G. Crépin-Leblond","Tuesday, February 21, 1905",Adresse à tous les maçons de France et d'Allemagne.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Morceau d'architecture prononcé à la tribune des orateurs.,Bleu,Français,"Nancy, Thomas et Cie","Wednesday, February 01, 1905",Morceau d'architecture prononcé à la tribune des orateurs.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Essai historique sur l'institution du rit écossais et sur la puissance légale.,Bleu,Français,"Paris, J. L. Bellemain","Saturday, December 31, 1904",Essai historique sur l'institution du rit écossais et sur la puissance légale.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Bleu,Français,_,28 février 1831,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Bleu,Français,_,31 mars 1837,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Feuillet,_,Instruction des fendeurs.,Papier,Français,_,"Tuesday, December 13, 1904",Instruction des fendeurs.,Mauvais,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Livret,_,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Papier,Français,_,28 février 1833,Tableau des FF. qui composent la R. loge saint-Jean-de-Jérusalem.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Feuillet,_,Discours prononcé sur la tombe du F. Bangofski.,Papier,Français,_,_,Discours prononcé sur la tombe du F. Bangofski.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Catalogue,Friedrich Wilhelm zum goldenen Scepter,Collection Franc-maçonnique de M. Léonce Goblentz.,Papier,Français,_,"Saturday, March 18, 1905",Collection Franc-maçonnique de M. Léonce Goblentz.,Correct,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Feuillet,Charles duc de Lorraine,Verzeichnifs der Mitgliede der A. S. D. Loge.,Papier,Allemand,_,_,Verzeichnifs der Mitgliede der A. S. D. Loge.,Mauvais,"Factum ""Franc-Maçonnerie""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Charles duc de Lorraine,Etablissement d'une bambre de justice à St Mihiel.,Multicolore,Français,_,_,Etablissement d'une bambre de justice à St Mihiel.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Archiduc Léopold,Le manifeste du duc de Lorraine.,Multicolore,Français,"Paris, Salomon de la fosse.",_,Le manifeste du duc de Lorraine.,Mauvais,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Ordonnance de son altesse portant iniuction à tous ecclésiastiques.,Papier,Français,_,28 septembre 1664,Ordonnance de son altesse portant iniuction à tous ecclésiastiques.,Mauvais,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,_,Le manifeste de l'archiduc Léopold.,Multicolore,Français,_,_,Le manifeste de l'archiduc Léopold.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Archiduc Léopold,Ordonnance de son altesse royale.,Papier,Français,_,13 novembre 1698,Ordonnance de son altesse royale.,Mauvais,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Archiduc Léopold,Ordonnance de Léopold.,Papier,Français,_,5 septembre 1698,Ordonnance de Léopold.,Mauvais,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Archiduc Léopold,Edit de son altesse royale.,Multicolore,Français,"Pont à Mousson, F. Maret",6 janvier 1699,Edit de son altesse royale.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
n.c.,,Manuscrit imprimé,Archiduc Léopold,(Double) Edit de son altesse royale.,Papier,Français,"Nancy, René Charlot",20 janvier 1699,(Double) Edit de son altesse royale.,Correct,"Factum ""Lorraine édits ducaux""","Rez-de-chausser, travée 24 (71)"
