id,id_texte,commentaires
216,216,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/216. Carton 33. Lunéville ... Loupy-le-Chastel.  152 feuillets.
217,217,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/217. Carton 35. Nancy ... Norroy.  220 feuillets.
218,218,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/218. Carton 37. Abbayes.  85 feuillets
219,219,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/219. Carton 38. Albe ... Arches. - 139 feuillets.
220,220,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/220. Carton 42. Bitche ... Belrain.  120 feuillets.
221,221,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/221. Carton 45. Château-Salins ... Chastel-sur-Moselle. -- 140 feuillets.
222,222,209-222. Divers cartons d'un « Inventaire des pièces contenues és cartulaires déposés au Trésor des Chartres de la Chambre des comptes de Lorraine. »/222. Carton 45. Chastel syr Moselle ... Charmes. -- 13 et 62 feuillets./XVIIIe siècle. Papier. 340 sur 225 millim. Broché.
223,223,"223. Inventaire de pièces relatives à diverses localités./Fol. 2. « Steinsel, Sarech et Gondrexange. ». 13701715. -- Fol. 7. « Schawembourg, Tholey et Sirtperg. » 1303-1614.  Fol. 69. « Sarbruck, Sarverden et Boucquenom. » 1411-1740./XVIIIe siècle. Papier. 123 feuillets. 338 sur 220 millim. Cartonné."
224,224,"224-225. Inventaire des titres relatifs au comté de Dabo adressés par le prince de Linange au Conseil de Préfecture du département de la Meurthe, par H. Lepage./XIXe siècle. Papier. 149 feuillets pour les deux cahiers. 345 sur 218 millim. Broché."
225,225,"224-225. Inventaire des titres relatifs au comté de Dabo adressés par le prince de Linange au Conseil de Préfecture du département de la Meurthe, par H. Lepage./225. Page 128. « Table alphabétique des détenteurs, des maisons, forges, fourneaux, verreries , papeteries...) »/XIXe siècle. Papier. 149 feuillets pour les deux cahiers. 345 sur 218 millim. Broché."
226,226,"226. « Inventaire général de tous les titres, papiers et documents concernant la terre et seigneurie de Parroye ... appartenant à M. Charles, comte de Fiquelmont ... fait par M. D. Mahu notaire et archiviste à Nancy. » 1754./Fol. 1 vo. « Observations pour l'intelligence du présent inventaire. »  Fol. 5. « Première partie, contenant tous les titres ... au sujet des droits seigneuriaux. »  Fol. 392. « Onzième et dernière partie. Titres touchant les terres de Mouacourt. » -- Cf. Le Trésor des Chartes de Lorraine, par H. Lepage, Nancy, 1857, in-8°, page 139./XVIIIe siècle. Papier. 410 feuillets. 328 sur 203 millim. Sur un feuillet de garde, le plan de Parroy et de ses environs. Rel, veau."
227,227,"227-228. « Bibliothèque historique de la Lorraine, du Barrois, des Trois-Evêchés ... et du duché de Luxembourg, contenant le catalogue ... des ouvrages, imprimés et manuscrits, qui traitent de l'histoire de ces provinces, par C. Fachot, avocat au Parlement. Nancy 1784. »/XVIIIe siècle. Papier. 345 et 362 feuillets. 177 sur 110 millim. Plus de la moitié des feuillets sont en blanc. Cahiers en étui. -- (Catalogue Noël, 2340.)"
228,228,"227-228. « Bibliothèque historique de la Lorraine, du Barrois, des Trois-Evêchés ... et du duché de Luxembourg, contenant le catalogue ... des ouvrages, imprimés et manuscrits, qui traitent de l'histoire de ces provinces, par C. Fachot, avocat au Parlement. Nancy 1784. »/XVIIIe siècle. Papier. 345 et 362 feuillets. 177 sur 110 millim. Plus de la moitié des feuillets sont en blanc. Cahiers en étui. -- (Catalogue Noël, 2340.)"
229,229,"229. « Notice exacte des changemens et suppressions faits dans les trois volumes de l'histoire de Lorraine, écrite par Dom Calmet, imprimée en 1728 », par C. Fachot./XVIIIe siècle. Papier. 157 feuillets. 176 sur 105 millim. Rel. parchemin."
230,230,230-231. Catalogue de la bibliothèque de C. Fachot.
231,231,230-231. Catalogue de la bibliothèque de C. Fachot. /231. Livres achetés de 1780 à 1799.
232,232,"232. Livres achetés de 1801 à 1814.  Fol. 94. Note de M. Beaupré sur cette bibliothèque./XVIIIe et XIXe siècles. Papier. 164 et 96 feuillets, 172 sur 110 millim. Cart. parchemin."
233,233,"233. Dictionnaire bibliographique, par C. Fachot./XVIIIe siècle. Papier. 176 et 188 feuillets. 175 sur 112 millim. Cart. Parchemin."
234,234,"234. « La capucinade d'Austrasie. Vers burlesques par M. D. S. D. G. (Duclos de Juvrecourt) à Marsal, 1787. »/Cf. Dom Calmet, Bibliothèque lorraine, supplément, col. 16./XVIIIe siècle. Papier. 4 feuillets et 108 pages. 168 sur 102 millim. Cartonné.  (Picard.)"
235,235,"235-237. Recueil de documents et mémoires relatifs à la Lorraine. Nombreuses copies, quelques originaux. Les pièces principales de ce recueil sont :/235. Fol. 5. « Donatio Tyeberti de alodio suo apud Vilercel super aquam ... 1011. » - Fol. 6. « De l'abbaye de Morimont. »  Fol. 18 vo. « Première bulle du pape Léon IX. »  Fol. 33. « Charte du duc Ferry datée de 1309 et relative à Moyenmoutier. » --- Fol. 51. « Lettres ... sur les infractions à la trève qui devait avoir lieu depuis le 15 août 1351, jusqu'au lendemain des bures suivant » entre l'évêque de Metz et les comtes de Deuxponts.  Fol. 93. « Prise de possession de la souveraineté d'Epinal, du 21 juillet 1466, pour le duc Jean II. »  Fol. 101. « Confirmation des privilèges pour la ville d'Espinal, 21 juillet 1466. » Copie de 1576. - Fol. 104. Notice sur Nicolas duc de Lorraine, 14661473.  Fol. 146. « Dispense pour le mariage du duc Antoine avec Renée de Bourbon. 1519. » Copie du xvie siècle. -- Fol. 153. « Baptesme de Nicolas, filz puis-nay de Monseigneur le duc Antoine ... 1524. » Copie du xixe siècle. - Fol. 190. « Chartres des maîtres et compagnons boulangers du comté de Vaudémont. 1582. » - Fol. 216. « Concordat entre le roi Charles IX et S. A. Charles III. 1571. »  Fol. 239. Traité de mariage du duc de Brunswig avec Dorothée de Lorraine. 1575. - Fol. 243. « Mariage de Renée de Lorraine avec Guillaurne de Bavière. 1567.»  Fol. 259. Dot et douaire de la duchesse de Brunswig. 1585.  Fol. 285. Echange de Marsal entre Charles III duc de Lorraine et Charles, cardinal, évêque de Metz et de Strasbourg.  Fol. 295. « Traité de paix entre Charles II et Henri IV. 1594. » - Fol. 307. « Patentes de S. A. touchant la juridiction criminelle. 1596. »  Fol. 317. « Traité de mariage entre Henri de Lorraine et Catherine de France. 1598. »  Fol. 319. Droit de S. A. R. à l'abbaye de Bouzonville."
236,236,"235-237. Recueil de documents et mémoires relatifs à la Lorraine. Nombreuses copies, quelques originaux. Les pièces principales de ce recueil sont :/236. Fol. 1. « Bref de Clément VIII à Henri de Lorraine au sujet de son mariage. 1600. » - Fol. 6. « Chartres des maîtres et compagnons huiliers du comté de Vaudémont. 1603. »  Fol. 17. « Inventaire des relicques recogneues et avérées qui se trouvent au trésor de l'insigne église Monsieur saint George à Nancy. 1608. » - Fol. 23. « Capitulation de la ville de Lixheim avec lélecteur palatin Frédéric V. 1608. » - Fol. 51. « Règlement de l'état de maire à Dieuze. 1620. » - Fol. 132. « Edit et réunion du domaine aliéné. 1661. » - Fol. 267. « Inventaire de la vaisselle de vermeil tirée de la chambre de Monseigneur le prince, le 8 may 1715, à Lunéville. » - Fol. 304. - « Compliment fait à S. A. R. Madame par le R. P. de Rosières, à la fin du carême de 1743. » - Fol. 326. «Abrégé » des relations des ducs de Lorraine avec l'empereur, de 1619 à 1651.  Fol. 362. « Les noms de ceux qui sont de la congrégation du lignaige de la Porte en la cité de Verdun pour l'an 1450. »  Fol. 369. « Harangue prononcée par Ch.-Fr. de Bourgongne, dans l'auditoire du bailliage du Bassigny. 1734. »  Fol. 283 « Mémoire de M. le comte de Vidampierre. »  Fol. 393 v°. « Pro serenissima Nicolea ducissa a Lotharingia adversus Beatricem Cantecroyanam expostulatio ad ... S. R. Rotæ auditores. »"
237,237,"235-237. Recueil de documents et mémoires relatifs à la Lorraine. Nombreuses copies, quelques originaux. Les pièces principales de ce recueil sont /237. Fol. 1. « Mémoire de la Cour souveraine de Lorraine ... Origine et constitution de la Cour. » - Fol. 11. « Lettre de M. François ... au sujet de la mort de M. Marchal, curé de Ludre ... 1757. » - Fol. 18. « Prise de possession du comté de Blâmont. 1624. » - Fol. 39. « Apologie de Léopold I, par le président Le Febvre. »  Fol. 55. « Mémoire sur le commerce 4 - des duchés de Lorraine et de Bar et sur le cours actuel des monnoyes. » Vers 1780. - Fol. 90. Copie de chartes relatives à l'évêché de Verdun, 1564-1604.  Fol. 116. « Cession et transport au duc de Lorraine des droits de souveraineté et de justice appartenant à l'abbaye de Gorze au bourg de Saint-Nicolas-du-Port. »  Fol. 162. « Erreur de ceux qui croyent que les armoiries que les ducs de Lorraine portent aujourd'hui viennent de Godefroy de Bouillon. » Attribué à F. de Riguet.  Fol. 167. « Petit entretien du temps » sur les rapports du duc Léopold avec l'évêque de Toul. -- Fol. 179. Discours prononcé par M. de Moulon à la Société royale des sciences et belles-lettres de Nancy, le 8 mai 1752. Imprimé dans les Mémoires de cette Société, t. III, p. 1. -- Fol. 189. « Dissertation : A quel âge deviennent majeurs les ducs de Lorraine ? » Attribuée à Guinet, avocat.  Fol. 193. Etat des « lettres en parchemin que le procureur général de Lorraine a, cejourd'huy 8 aoust 1540, délivré au greffier de la Chambre des comptes. »  Fol. 197. « Table chronologique » et analytique d'un recueil de pièces administratives. 1698-1730.  Fol. 220. « Résultat des Etatsgénéraux tenus à Nancy, le 5 mars 1607. »  Fol. 229. « Que les Estats de Lorraine et de Bar sont fiefs féminins, 1741. » Consultation pour le prince de Ligne. --- Fol. 250. « Dissertation sur le traité fait entre le roi et le duc Charles, 1662. » - Fol. 260. Analyse d'un manuscrit intitulé : « Catalogue historique des évêques de Verdun, tiré de divers auteurs, » et dont une partie est de la main de Dom Calmet. ~ Fol. 270. « Mémoire sur l'état des duchés de Lorraine et de Bar, auquel ils estoient avant la guerre. » 1780. De la main du P. Vincent.  Fol. 293. « Observations sur le droit canon de Lorraine. »  Fol. 327. « Origine des impositions de Lorraine. »  Fol. 347. « Répertoire par inventaire de titres ... touchant Hattonchatel. » 1546-1548.  Fol. 349. Copie de l'article qui commence au fol. 90.  Fol. 408. « Lettre du pape Clément VIII au duc de Lorraine sur le mariage avec Madame, seur du roi. 1600. » Imp. - Fol. 411. Information adressée au pape, à propos du mariage du duc Henri II avec Catherine de Bourbon.  Fol. 438. « Succession des abbesses de Poussay. » 1183-1695. - Fol. 441. « Mémoire au sujet de la liquidation et du payement des fournitures que S. M. Impériale a fait faire aux armées de France pendant la guerre de 1733. »  Fol. 454. Quelques pièces de procès. 1607, 1608 et 1673./XVIe-XIXe siècles. Papier. 324, 405 et 464 feuillets de dimensions diverses, dans des cartonnages de 357 sur 230 millim.  (Plusieurs pièces proviennent de Du Pont de Romémont.)"
238,238,"238. Oeuvres diverses dAug. Digot. Manuscrits autographes. | 1. « L'Eglise et le pèlerinage de Saint-Nicolas-dePort. Imprimé à Nancy en 1848. » -- 30 pages./2. « Compte rendu des travaux de la Société des Lettres, Sciences et Arts de Nancy, pendant l'année 1850, » Imp. dans les Mémoires de cette Société.  28 pages./3. « Recherches sur le véritable emplacement ... d'Andesina. » Imp. Ibid. 1850. - 38 pages./4. «Mémoire sur la masculinité du duché de Lorraine. » Imp. ibid. 1853.  84 pages./5. « Méinoire sur les Etats généraux de Lorraine. » Imp. ibid. 1854. - 97 pages./6. « Notice biographique et littéraire sur Dom A. Calmet, » Imp. dans les Mémoires de la Société d'Archéologie lorraine, 1860. --- 224 pages./7. «... Sur l'emplacement de la bataille gagnée par Jovin sur les Germains en Lorraine. » Imp. ibid. 1865. -- 16 pages./8. « Mémoire sur l'établissement de l'ordre du Temple en Lorraine. » Imp. ibid. 1868. - 36 pages et 3 planches./9. « Souvenirs du martyre de saint Eliphius. » Imp. dans le Journal de la même Société, 1864.  32 pages./XIXe siècle. Papier. 355 sur 230 millim. En feuilles, dans un étui."
239,239,"239. Recueil de mémoires de Mory d'Elvange et de pièces relatives à cet auteur./1. Fol. 3. « Obituaire de Beaupré. » -- Fol. 7. « Epitaphes de quelques ducs de Lorraine dans l'abbaye de Stulzbronn. » - Fol. 9. « Notice du Barrois par M. Riguet. » - Fol. 12. « Morceaux sur la Lorraine chez M. Raulin de Maxéville. » Inventaire. - 13 feuillets./2. Page 1. «Eloge historique de Mory d'Elvange, par A. Digot. » Manuscrit autographe, imprimé dans les Mémoires de la Société royale des Sciences, Lettres et Arts de Nancy, 1843. - Page 59. « Notes » dont la substance a été publiée en 1788 sous le titre de : Fragmens historiques sur les Etats généraux en Lorraine (par Mory d'Elvange).  Page 87. « Essai sur l'utilité des collections de monnoyes, » par le même. - Page  115. « Observations sur un livre intitulé Recueil authentique des anciennes ordonnances de Lorraine » Manuscrit autographe de l'imprimé de 1782, par le même.  Page 123. « Droits et usages en Lorraine. Lettre à un prince allemand. » Manuscrit autographe de l'imprimé, par le même.  151 feuillets./XVIIIe et XIXe siècles. Papier. Feuillets de dimensions diverses dans un cartonnage de 350 sur 225 millim."
240,240,"240. « L'illustration de la grâce de Dieu. Composée à l'honneur et louenge de très hault très illustre prince Anthoine ... duc de Lorraine ... par Emond du Bouley régent de la grand escole de Metz ... 1541. »/Fol. 2 vo. Dédicace.  Fol. 6. Le titre disposé en croix de Lorraine. -- Fol. 7. Commencement du poème:/« Le père Adam, par la grâce de Dieu... »/- Fol. 25 vo « Blason sur la devise : J'espère avoir :/« J'espère avoir si le droict on advise/ Est et sera tres prospère devise... »/24 vers acrostiches formant deux fois la devise. -- Fol. 26. « Chant royal à l'honneur de la tres sacrée Vierge Marie .. faict le jour de sa conception par le dict du Bouley. 1541. »  V° «Ung arbre fut jadis ... » --- Fol. 27 vo. « Fin. En espérant. » --- Cf. Beaupré, Recherches sur l'imprimerie en Lorraine, p. 105, note./XVIe siècle. Parchemin. 28 feuillets. 233 sur 180 millim. -- Au fol. 2. Frontispice en or et en couleur, avec les armes pleines de la famille ducale et la croix de Lorraine entourée de la devise « J'espère avoir. ) - Fol. 3. Initiale or et couleur. Rel. maroquin rouge avec encadrements et filets dorés."
241,241,"241. Recueil./Fol. 1. Quatre pièces relatives aux pressoirs banaux de Nancy. - Fol. 10. « Mémoire au sujet d'une refonte générale et d'une nouvelle fabrication d'espèces à faire en Lorraine, mars 1730, par Laguerre. » - Fol, 31. « Mémoire touchant l'abbaye de Gorze. » -- Fol. 34. « Inventaire des titres qui sont dans les archives de la Primatiale de Nancy, provenant de l'ancienne abbaye de Saint-Martin à Metz ...)  Fol. 37. « Compte de l'impôt édict par S. A. sur les hostelliers et cabartiers de l'office d'Amance. 1598. ) --- Fol. 43. « Deniers employez au rachapt du domaine de S. A. pendant les quatre années premières des cinq de l'octroy des aydes généraux. 1605. »  Fol. 45. « Touts les conduictz cottizables ... en1602. »  Fol. 47. « La Lorraine à S. A. R. Elégie. 1736. » -- Fol. 55 vo. Lettre de Louis XI, du 15 août 1474, par laquelle il reçoit le duc René en son alliance, contre Charles duc de Bourgogne. Copie.  Fol. 60. « Géognosie du département de la Meurthe par L. Mathieu. » - Fol. 68. Lettres de Balland archiviste du département des Vosges. - Fol. 76. « Notice du diocèse de Toul ». Pouillé du xvii siècle. Incomplet. - Fol. 96. « Scrupules du P. Ange , Augustin déchaussé, sur quelques endroits du Traité historique et critique sur l'origine et la généalogie de la maison de Lorraine, imp. à Berlin en 1711. »/XVIIe au XIXe siècle. Papier. 101 feuillets de dimensions diverses, dans un cartonnage de 350 sur 226 millim. -- (Catalogue Noël, 1105, 1110, 1179, 2771, 3281 à 3283.)"
242,242,"242. Recueil. /1. « Ordonnances données au sujet de l'érection de la ville neuve de Nancy ». 1590-1603.  39 feuillets. - (Du Pont de Romémont.  Catalogue Noël, 1172.)/2. « Etat général des charges créées par les édits des 31 aoust 1698 et 20 janvier 1699, avec les noms des officiers. »  60 pages./3. « Mémoire de la minorité du duc Léopold ler. » --- Fol. 2. « 1690. La reyne estant un peu revenue de sa douleur ... » --- Fol. 4. « Extrait des mémoires de l'an 1691. » - Fol 18 v°. « Extrait des mémoires de l'an 1696. » - 35 feuillets./XVlle et XVIIIe siècles. Papier. 333 et 330 sur 205 millim. Cartonné."
243,243,"243. Recueil./Fol. 1. « Les loix de Beaumont. » -- Fol. 6. Factum. Procès entre le prieur de Breuil et les chanoines de Commercy, à propos de la cure de Saint-Pantaléon.  Fol. 29. Etat général tenu à Nancy le 20 mars 1596. - Fol. 52. « Estat abrégé du compte des aydes généraulx. 1615-1616. » Plusieurs autres pièces relatives aux aides./XVIe et XV1Ie siècles. Papier. 112 feuillets de dimensions diverses, dans un cartonnage de 340 sur 224 millim."
244,244,"244. «Recueil de pièces inédites sur la Lorraine, et le Barrois. » De la main de l'abbé Marchal. ./Fol. 1. «Compliment adressé à Madame la Dauphine Marie-Antoinette dAutriche-Lorraine, à son passage à Nancy le 10 inai 1770, par M. du Boys de Riocour. » Ce compliment est suivi de plusieurs autres adressés par divers personnages. - Fol. 22. « Vers à l'occasion de l'enterrement de Monsieur Nicolas, évêque constitutionnel démissionnaire de la Meurthe. »  Fol. 26. Chansons en patois des environs de Toul./XIXe siècle. Papier. 30 feuillets. 196 sur 150 millim. Dem. rel."
245,245,"245. Recueil de pièces, imprimées et manuscrites, relatives à l'histoire de Lorraine./Parmi les pièces manuscrites, les principales sont :/Fol. 1. « Tableau généalogique de la maison d'Alsace », par Mory d'Elvange. -- Fol. 16. « Discours touchant l'origine de la Haute Lorraine. ) --- Fol. 24. « Echantillon tiré de la défense et apologie de la Lorraine faite par J.-J. Chifflet. » - Fol. 48. « Copia bullæ Lucii III, 1185. » - Fol. 63. « Dissertation sur la généalogie des ducs de Lorraine », attribuée à M. de Riguet. - Fol. 75. « Preuves de la descente de la maison de Lorraine de celle d'Alsace. »/XVIIe-XIXe siècle. Papier. 105 feuillets de dimensions diverses, dans un cartonnage de 444 sur 285 millim. -- (Catalogue Noël, 2003, 2004.)"
246,246,"246. Recueil de notes et de mémoires, la plupart écrits de la main de M. Marchal./Fol. 1. « Etat des ... revenus des terres de Saurupt, 1660. »  Fol. 13. « Notes sur quelques passages du mémoire de M. Guillaume sur l'apostolat de S. Mansuy à Toul.» -- Fol. 20. « Description des trois sièges de La Mothe, » avec un plan, par du Boys de Riocour. - Fol. 37, « Catalogue des cuvres manuscrites de M. Chatrian. » -- Fol. 53. « Notice sur quelques journaux de Nancy. » - Fol. 70. Notes sur l'ancienne chevalerie.  Fol. 160. « De l'origine et des premiers temps historiques de Nancy. » --- Fol. 171. « Le duc Antoine et les rustauds », par M. de Dumast. Fol. 193. « Journal de dom Cassien Bigot, prieur de l'abbaye de Longeville. » -- Fol. 247. « Extraits de quelques lettres de dom Théodore Brocq, religieux de Saint-Arnould de Metz. » - Fol. 281. « Fragments de la chronique de Richer et de la chronique de Jean de Bayon. » - Fol. 308. « De la querelle des investitures en Lorraine. » --- Fol. 345. « Extrait d'un manuscrit ... relatif aux dominicaines de Renting. ) ---- Fol. 350. « Statuts de Otton ... évêque de Toul, 1306. »  Fol. 358. Notes de Jamet sur l'Introduction à la description de la Lorraine, par Durival./XIXe siècle. Papier. 363 feuillets de dimensions diverses, dans un cartonnage de 400 sur 270 millim."
247,247,"247. Recueil de notes historiques, bibliographiques et critiques relatives à la Lorraine, par l'abbé Marchal./Fol. 1. Copie des chapitres de la chronique de Richer de Senones, qui ne se trouvent ni dans Belhomme, Historia Medianimonasterii, ni dans Dom Calmet, Histoire de Lorraine. -- Fol. 9. Copie du xviie siècle de : «Abbatiæ Senoniensis .. historia auctore Richerio... » et de « Joannis Herculani Pleinfesini historia ... » Fol. 30. « Notice sur trois copies anciennes ... de la chronique de Jean de Bayon. » - Fol. 75. « Description d'un manuscrit intitulé : Histoire de l'abbaye de Senones ... par Dom Calmet. »  Fol. 76. Extraits de ce manuscrit.  Fol. 117. « Remarques sur l'histoire de frère Jean de Bayon. »  Fol. 133. « Notice de quelques manuscrits qui ont rapport à l'histoire de Lorraine ... » Copie de celle de Mory d'Elvange.  Cf. J. Favier. Catalogue des manuscrits de la Bibliothèque publique de Nancy, no 775./XIXe siècle. Papier. 178 feuillets. 280 sur 200 millim. Cartonné."
248,248,"248. Recueil. Sermons et traités de morale./Fol. 1 vo. « De Antechristo. Quum videbitis abominationem ... »  Fol. 7 vo. « Si vis ingredi ad vitam serva mandata. Verba ista ...)  Fol. 22. « Incipit breviloquium de virtutibus antiquorum principum ac philosophorum ... Pars prima de justicia. »  Fol. 31 v°. « Hoc opusculum expletum hic, compilavit frater Johannes Vallensis de ordine minorum. » Au-dessous : « Humilitas est ex intuitu ...»  Fol. 32 vo. « Sermo de ascensione Domini. Qui descendit ... »  Fol. 36. « In purificatione beate Virginis. Lumen ad revelationem ... ».  Fol. 38. Même sujet : « Suscepimus Deus ... » -- Fol. 39 vo. « In Annunciacione beate Virginis. Aperi ... » - Fol. 41. Même sujet : « Rorate celi ...»  Fol. 45. « In nativitate beate Virginis. O quam pulchra... » -- Fol. 49. Même sujet : « Ab initio ...»  Fol. 50 vo. Même sujet : « Fiat lux ...) - Fol. 53 vo. « In transfiguratione Domini. Domine bonum est ... »  Fol. 73. « Elevata est nubes ... » -- Fol. 79. « In conceptione Virginis. Sicut, lilium ...) - Fol. 81 v°. « In festivitate Virginis gloriose. Vas mirabile ... »  Fol. 86. « In annunciacione Marie. Ave gracia plena ...)  Fol. 93 vo. Même sujet : « Sermo bonus. Ecce Ancilla ... »  Fol. 101 vo. « Nativitas Marie. Parata sedes tua ...»  Fol. 106 v°. « De sancta cruce ... Sermo. Juxta tua ...» - Fol. 111. « De purificatione Virginis gloriose. Statim veniet ...»/-- Fol. 113 vo. « Postquam impleti ... »  Fol. 115. « In die sancte Pasche. Descendit in ... »  Fol. 120. « In annunciacione Virginis. Benedicta tu ... » - Fol. 124. Même sujet : « Ut habeas ... »  Fol. 127. « De apostolis et martyribus. Ingenium meum ... )  Fol. 129. « De dedicatione templi. Benedictus es ... »  Fol. 135. « De exaltacione sancte crucis, »  Fol. 140 vo. « De sancta cruce sermo. Cum elevatum fuit ...» - Fol. 161. «Omnium sanctorum. Exultabunt sancti ... » - Fol. 163 vo. « De assumpcione Virginis. Signum magnum ... » - Fol. 168 vo. Même sujet : a Astitit regina ...»  Fol. 168 v°. « De omnibus sanctis sermo. Ipsa cunctas ... »  Fol. 169 vo. « De sancto Vincentio. Esto fidelis ...N -- Fol. 173. « De omnibus sanctis. Sapientia edificavit ... » - Fol. 177. « VII Dispositiones ad graciam. Prima ...»  Fol. 180. « Confessio peccatorum... Confiteor Domino... peccasse cogitatione ... »/XIVe siècle. Parchemin. 182 feuillets à 2 col. Quelques pages sont à longues lignes. 146 sur 106 millim. Ecriture de plusieurs mains. Capitales peintes en rouge. Passim, les traces d'une ancienne numérotation en chiffres romains. Les cahiers, d'inégale grosseur, sont numérotés en chiffres arabes, de 1 à 20. - Au fol. 36 : « Iste liber est domus sancti Albani prope Tre... ». Les ais de la reliure ont été arrachés."
249,249,"249. « Psalterium davidicum cum canticis et officio defunctorum. »/Fol. 1. « Primus psalmus Davidis. Beatus ... » Fol. 236. Psaume CL. - V° « Confitebor tibi domine quoniam iratus es.. » Cap. XII Isaiae.  Fol. 258. Litanies. - Fol. 267. Office des morts. -- Fol. 281 V° « Finis. »/XIVe siècle. Parchemin. 282 feuillets. 108 sur 76 millim. Numérotés en chiffres romains jusqu'au fol. 266. Le titre et le fol. 132 sont du XVIIe siècle. Initiales d'or et de couleur, quelques-unes avec miniatures d'une bonne exécution. Nombreux encadrements avec figures grotesques et animaux se livrant à toutes sortes d'exercices et de jeux, tels que l'escrime, la chasse, la pêche, la musique, tandis que d'autres font des travaux de menuiserie, de serrurerie, de cuisine et de boulangerie. Rel. maroquin rouge, filets dorés. ~ (Sur le titre : Carolus le Boiteulx præcensor senonensis. 1682. - Es libris J. B. Le Boiteuls. - F. Aleaume Detrel 1772. Dom Palemon.  Adolphe André, à Moyen.)"
250,250,"250. Diurnale./Fol. A., d'une écriture moderne : « Exercitia cultus divini. » - Fol. 1. « Domine labia ... » -- Fol. 75. Litanies.  Fol. 77. « Dominica prima adventûs ... »  Fol. 316. « In SS. martyrum Felicis, Simplicii ... »/XVe siècle, les deux premiers feuillets du XIXe. Parchemin. 317 feuillets, 2 col. 210 sur 152 millim. Plusieurs feuillets sont coupés. Initiales d'or et de couleur, dont un petit nombre avec figures. Quelques encadrements avec miniatures ont été conservés. On remarque aux fol. 34 vo et 114 vo les armes suivantes : d'or à la bande de gueules chargée de trois chiens passants et accompagnée en chef d'un tau d'azur. Rel. parchemin."
251,251,"251. Règle et prières pour les frères de la maison allemande Sainte-Marie de Jérusalem. En allemand./XVIIIe siè:le. Papier. 85 feuillets. 183 sur 112 millim. Trois dessins représentant un novice, un chevalier et un prêtre de l'ordre. Lettres rouges et noires. Cartonné."
252,252,"252. Recueil./Fol. 1. Description de la Cour de Rome et manière de s'y pourvoir. Manuscrit original de Jean Louis Bourcier de Montureux. - Fol. 49. «Memoriale presentato al Papa ... per iinpedire la promozione di M. Bichi al cardinalato. » - Fol. 53. « Annotationes quædam in committendas negotiorum expeditiones in Romana curia. »  Fol. 57. « Breve ristretto delle ragioni di S. A. R. di Savoia nelle note pendenze. » -- Fol. 81. «Breve relatione della morte del sig. Francesco Cenci... » - Fol. 95. Affaire négociée à Rome, par le baron de Montureux.  Fol. 113. « Difficultés entre S. A. R. le duc Léopold et l'évêque de Toul... » - Fol. 165. « Journal depuis notre arrivée à Rome, » 23 décembre 1704  22 janvier 1705, par l'un des envoyés de Léopold./XVIIe et XVIII° siècles. Papier. 170 feuillets. 265 sur 195 millim. Cartonné.  (Mory d'Elvange.)"
253,253,"253. « Traité d'horlogiographie contenant la manière de construire sur toutes surfaces, toutes sortes de lignes horaires et autres cercles de la sphère ... par Pierre Joseph Parxel de Nancy. 1725. »/Page 351. « Table des différences des méridiens des villes ... » - Page 361. « Table des chapitres. »/XVIIIe siècle. Papier. 368 pages. 200 sur 144 millim. Nombreuses figures coloriées. Au vo du titre, les armes de Jean-Claude Sommier, grand-prévôt de Saint-Dié. Rel. veau."
254,254,"254. « Essai pour servir à l'étude des médailles consulaires ou des familles romaines ... par Mory d'Elvange. 1794. »/Fol. 1. Dédicace : «A mes compatriotes »,  Fol. 15. « Noms des farnilles romaines dont, jusqu'à ce jour, on a trouvé des médailles. » - Fol. 52. « Degrés de rareté de leurs médailles »./XVIIIe siècle. Papier. 72 feuillets. 200 sur 131 millim. Cartonné."
255,255,255. Numismatique romaine./Recueil de dessins au lavis représentant diverses monnaies ou médailles romaines.  Fol. 1. «Divus Augustus pater: » --- Fol. 131. «... Marius. Concord. milit. »/XVIIIe siècle. Papier. 131 feuillets. 170 sur 110 millim. Rel. veau.
256,256,"256. « Mémoires sur l'Alsace en l'année 1697 » par l'intendant de La Grange, dressé par ordre de Louis XIV./Fol. 1. Description géographique. -- Fol. 13. « Etat ecclésiastique. » - Fol. 63 vo, « Gouvernement militaire. » - Fol. 64 vo. « Justices. »  Fol. 87 v°. Finances, commerce et industrie.  Fol. 131. « Traité d'alliance entre la France et les treize cantons suisses. »/XVIIIe siècle. Papier. 144 feuillets. 325 sur 206 millim. En tête, une carte de l'Alsace. Cartonné.  (Joly de Morey.)"
