N° épi,N° travée,N° tablette,Auteur,Titre,Année,Cote,Etat,métrage ou commentaire,Carton
,57,,VALLET DE VIRIVILLE A.,"Histoire de Charles VII, Roi de France et de son époque, Tome premier",1862,Non côté,moyen,,110
,57,,VALLET DE VIRIVILLE A.,"Histoire de Charles VII, Roi de France et de son époque, Tome second",1863,Non côté,moyen,,110
,57,,VALLET DE VIRIVILLE A.,"Histoire de Charles VII, Roi de France et de son époque, Tome troisième",1865,Non côté,moyen,,110
,57,,MAROT P.,Jehanne la Bonne Lorraine à Domremy,1980,Non côté,bon,,110
,57,,SYMPTOR R.,Jeanne d'Arc n'a jamais existé,1909,Non côté,bon,,110
,57,,PIE DE LANGOGNE,Jeanne d'Arc devant la S. Congrégation des Rites,1894,Non côté,mauvais,,110
,57,,VIGNIER J.,La Fausse Jeanne d'Arc Claude des armoises,1890,Non côté,moyen,,110
,57,,HANOTAUX G.,Jeanne d'Arc,1911,Non côté,moyen,,110
,57,,VALE M.G.A.,Charles VII,1974,Non côté,bon,,110
,57,,TODIERE,"Charles VII, les Armagnacs et les Bourguignons",1855,Non côté,bon,,110
,57,,QUICHERAT J.,Rodrigues de Villandrando,1879,Non côté,moyen,,110
,57,,GUILLAUME L.,Les problèmes de l'histoire de Jeanne d'Arc,1908,Non côté,bon,,110
,57,,Société d'Histoire locale de Chinon & de son arrondissement,"Bulletin de la société des amis du vieux chinon, tome VIII n°10",1986,Non côté,bon,,110
,57,,Société d'Histoire locale de Chinon & de son arrondissement,"Bulletin de la société des amis du vieux chinon, tome VIII n°1",1977,Non côté,bon,,110
,57,,Société d'Histoire locale de Chinon & de son arrondissement,"Bulletin de la société des amis du vieux chinon, tome VII n°8",1974,Non côté,bon,,110
,57,,LEPAGE H.,Jeanne d'Arc est-elle Lorraine ?,1852,Non côté,bon,,110
,57,,JOUIN (Abbé),Jeanne d'Arc mistère en cinq actes et dix-huit tableaux,1909,Non côté,mauvais,,110
,57,,PELLIEUX J.-N.,Essais historiques sur la ville de Beaugency et ses environs,1980,Non côté,bon,,110
,57,,DIGOT A.,Essai sur l'Histoire de la Commune de Neufchateau,1847,Non côté,moyen,,110
,57,,GAUROY (Abbé),Sainte Jeanne d'Arc à Châlons : 14-15 Juillet 1429,1929,Non côté,bon,,110
,57,,,Autour d'Orléans,,Non côté,bon,,110
,57,,,La Voix de Jeanne d'Arc,1897,Non côté,bon,,110
,57,,PEYRONNET G.,"L'ambiente religioso della ""Missione"" di Giovana d'Arco",1981,Non côté,bon,,110
,57,,BERNADIN L.,Jeanne d'Arc - Extrait des Marches de l'Est,1900,Non côté,bon,,110
,57,,CHOISSY G.,Deux Opinions étrangères sur notre Jeanne d'Arc,1912,Non côté,bon,,110
,57,,HAT E.,Histoire de la Ville de Loches,1977,Non côté,bon,,110
,57,,DE COUGNY G.,Chinon et ses Environs,1977,Non côté,bon,,110
,57,,HENRY J.-F.,L'unique et Vraie Jeanne d'Arc,1965,Non côté,bon,,110
,57,,GUILLAUME P/,Jeanne d'Arc est-elle née à Domrémy et morte à Rouen?,1964,Non côté,bon,,110
,57,,DE SAINT-JEAN J.,Jehanne,1957,Non côté,moyen,,110
,57,,GUITTON J.,Problème et Mystère de Jeanne d'Arc,1961,Non côté,bon,,110
,57,,GRIMOD J.,Jeanne d'Arc a-t-elle été Brûlée ?,1952,Non côté,moyen,,110
,57,,GAFFRE L.-A. & DESJARDINS A.-C.,Autour de la grande française: les étapes de l'antipatriotisme,1906,Non côté,moyen,,110
,57,,GROSDIDIER DE MATONS,Le Mystère de Jeanne d'Arc,1935,Non côté,mauvais,,110
,57,,POUPARD P.,Panégyrique de Sainte Jeanne d'Arc,1975,Non côté,bon,,110
,57,,Société d'Histoire locale de Chinon & de ses environs,"Bulletin, tome VI N°6",1961,Non côté,bon,,110
,57,,ENRICO DEBOUT,Compendio della Vita delle Beata Giovanna d'Arco,1909,Non côté,bon,,110
,57,,DE HALDAT,"Examen critique de l'histoire de Jeanne d'Arc, suivi de la relation de la fête célébrée à Dom-Remi en 1820",1850,Non côté,bon,,110
,57,,PARKER L.-N.,"Le Lys de France, Jeanne d'Arc",1936,Non côté,bon,,110
,57,,LECLERC A.,Dieu la France et Jeanne d'Arc,1846,Non côté,moyen,,110
,57,,LEFRANC O.,Vie Intérieure de Jeanne d'Arc,1900,Non côté,moyen,,110
,57,,PARKER L.-N.,Jeanne d'Arc le Lys de France,1937,Non côté,bon,,110
,57,,PARKER L.-N.,Jeanne d'Arc le Lys de France,1938,Non côté,bon,,110
,57,,LEAPGE et RENARD,Polémiques,1852 à 1857,Non côté,bon,,110
,57,,ATTEN A.,Jeanne-Claude des Armoises : de la Meuse au Rhin. La trame possible d'une intrigue,1979,Non côté,bon,,110
,57,,ATTEN A.,Jeanne-Claude des Armoises : de la Meuse au Rhin. La trame possible d'une intrigue,1980,Non côté,bon,,110
,57,,RENARD AHANASE,Jeanne d'Arc et sa Nationalité,1890,Non côté,bon,,110
,57,,XERRI J.-F.,Jeanne d'Arc n'a pas existé,1973,Non côté,bon,,110
,57,,GUERILLON J.,Mais qui est-tu Jehanne D'arc ?,1972,Non côté,bon,,110
,57,,PLATAU (Monseigneur),Le Ve Centenaire de Jeanne d'Arc,NON DATE,8 V 144 (1),bon,,111
,57,,,"Domremy, la Basilique du Bois Chenu",NON DATE,8 V 144 (2),bon,,111
,57,,BARRET R.P.,"Jeanne d'Arc, Epiphanie de l'Âme française",1915,8 V 144 (3),bon,,111
,57,,Chapelle Saint-Jean de La Curbie,La merveilleuse et symbolique histoire de la bague de Jeanne d'Arc,NON DATE,8 V 144 (4),bon,,111
,57,,SEGAULT F.,La Nuit du Sacre,1913,8 V 144 (5),bon,,111
,57,,MALASSAGNE (l'Abbé),Sainte Jeanne d'Arc patronne de la France,1920,8 V 144 (6),bon,,111
,57,,,Message de Jeanne d'Arc,1956,8 V 144 (7),bon,,111
,57,,PAGIS et DE LA MARZELLE,Souvenir de la Réunion du 21 Février 1890,1890,8 V 144 (8),moyen,,111
,57,,CHAUPIN A. et JEAN (Evèque),Chapelle de la Bienheureuse Jeanne d'Arcà Vaucouleurs,1912,8 V 144 (9),bon,,111
,57,,BATAILLE H.,"Vaucouleurs, son Histoire, son tour d'Horizon",1935,8 V 144 (10),bon,,111
,57,,MARTIN E.,L'Office de la Bienheureuse Jeanne d'Arc,1910,8 V 144 (11),bon,,111
,57,,HENRI (Chanoine),Discours prononcé à la fête célébrée le 27 Juin 1909 à la Cathédrale de Nancy en l'honneur de la béatification de Jeanne d'Arc,1909,8 V 144 (12),bon,,111
,57,,GAUTHEY L. (Abbé),"Discours en l'Honneur de Jeanne d'Arc prononcé le 8 Avril, à la cathédrale d'Autun et le 13 mai, à la cathédrale de Nevers",1894,8 V 144 (13),bon,,111
,57,,CAMPAUX A.,Jeanne d'Arc et Mr Dupanloup,1878,8 V 144 (14),bon,,111
,57,,LECOT (Abbé),Panégyrique,1880,8 V 144 (15),moyen,,111
,57,,FELS A.,Le Jeu de la pucelle,1939,8 V 144 (16),bon,,111
,57,,LANERY D'ARC,Jeanne d'Arc et la Guerre de 1914,1916,8 V 144 (17),bon,,111
,57,,LANERY D'ARC,Le Culte de Jeanne d'Arc au XVe siècle,1887,8 V 144 (18),moyen,,111
,57,,COCHARD T. (abbé),"Comment ""Pourtraicturer"" Jeanne d'Arc libératrice et bienheureuse",1909,8 V 144 (19),moyen,,111
,57,,SALEMBIER (Abbé),"Domremy, Impressions et souvenirs",1896,8 V 144 (20),bon,,111
,57,,VATIN F.,La Maison de Jeanne d'Arc à Domremy,1906,8 V 144 (21),bon,,111
,57,,CHEVELLE C.,"Documents Historiques sur la Chatellenie de Vaucouleurs, premier fascicule, Ermitage de Saint-Nicolas-de-Septfonds",1892,8 V 144 (22),bon,,111
,57,,GUIRAUD J.,La Critique en face d'un mauvais livre,1926,8 V 145 (1),moyen,,111
,57,,BERNOVILLE G et BUCAILLE V. et MARITAIN J.,"D'une Mauvaise critique, réponse à M. Jean Guiraud",1927,8 V 145 (2),moyen,,111
,57,,H. H.,"Les Verrières, l'inscription commémorative, les bannières et les cloches",1898,8 V 145 (3),bon,,111
,57,,PRUTZ H.,Bie Briefe Jeanne d'Arc,1914,8 V 145 (4),moyen,,111
,57,,DIDRON E.,Le concours des vitraux de Jeanne d'Arc pour la cathédrale d'Orléans,1894,8 V 145 (5),bon,,111
,57,,VERGHETTI B.,Hymni et inscriptiones in laudem caelitis beata novensilis,1909,8 V 145 (6),moyen,,111
,57,,DESNOYERS,L'Iconographie de Jeanne d'Arc,1891,8 V 145 (7),bon,,111
,57,,,"Catalogue d'une Jolie collection de livres sur Jeanne d'Arc, la lorraine et le pays messin",1888,8 V 145 (8),moyen,,111
,57,,,"Livres Anciens et modernes relatifs à Jeanne d'Arc et au siège d'Orléans, en 1429",1875,8 V 145 (9),moyen,,111
,57,,TURINAZ,La Seconde apparition de Jeanne d'Arc,1909,8 V 145 (10),bon,,111
,57,,TURINAZ,L'uvre des Prières et des tombes militaires et de l'achèvement de la basilique de Jeanne d'Arc à Domrémy,1892,8 V 145 (11),bon,,111
,57,,TURINAZ,"La Très sainte vierge Jeanne d'Arc et la France, discours prononcé devant la grotte de Lourdes",1888,8 V 145 (12),bon,,111
,57,,ARMAND DE CHABANNES,La Vénérable Jeanne d'Arc dédiée à la jeunesse chrétienne,1894,8 V 145 (13),bon,,111
,57,,JULIEN (Monseigneur),"Sainte-Jeanne d'Arc, le Chemin de croix",1920,8 V 145 (13),bon,,111
,57,,MALASSAGNE (l'Abbé),Panégyrique à Sainte-Jeanne d'Arc,1921,8 V 145 (15),moyen,,111
,57,,F E.G.,Jeanne d'Arc a-t-elle existé ? A-t-elle été brûlée ?,1866,8 V 145 (16),bon,,111
,57,,"GEORGE, LENÔTRE, SAVE","Le Mariage de Jeanne d'Arc, la Fausse Jeanne d'Arc","1893, 1890, 1887",8 V 145 (17),bon,,111
,57,,PERNOT F.-A.,Jeanne d'Arc Champenoise et non pas Lorraine,1852,8 V 145 (18),moyen,,111
,57,,LOMBARD A.,Jeanne d'Arc,1882,8 V 145 (19),bon,,111
,57,,PAROCCHI L.-M.,Le Surnaturel dans la vénérable Jeanne d'Arc,1895,8 V 145 (20),bon,,111
,57,,MARMOTTIN,Panégyrique de Ste Jeanne d'Arc,1933,8 V 145 (21),bon,,111
,57,,CHESNELONG,"Jeanne d'Arc et la vocation chrétienne de la France, conférence faite à Nancy le 17 Mai 1894",1894,8 V 145 (22),bon,,111
,57,,AYROLES J.-B.,La Bienheureuse pucelle peut-elle être invoquée comme martyre ?,1909,8 V 145 (23),bon,,111
,57,,EM. S. (Cardinal),"Lépicier, Légat du Pape aux fêtes de Sainte Jeanne d'Arc",1929,8 V 145 (24),bon,,111
,57,,PLANUS (Abbé),Allocutions et discours,1895,8 V 145 (25),moyen,,111
,57,,,Jeanne d'Arc - Fête nationale,,8 V 145 (26),moyen,,111
,57,,WALLON H.,"Discours sur le Contre-projet de Mm. Le Royer, Demole, Ranc, etc.",1894,8 V 145 (27),bon,,111
,57,,LALLIER,Panégyrique de Sainte Jeanne d'Arc,1950,Non côté,bon,,111
,57,,ATTON,Panégyrique de Sainte Jeanne d'Arc,1965,Non côté,bon,,111
,57,,AUDUOIN,"Jeanne d'Arc, le plus émouvant film d'histoire, panégyrique de Sainte Jeanne d'Arc",1930,Non côté,bon,,111
,57,,BAUDRILLART A.,"Jeanne, l'honneur du peuple français, panégyrique de Sainte Jeanne d'Arc",1921,Non côté,bon,,111
,57,,BAUNARD,Jeanne d'Arc et la Délivrance d'Orléans,1868,Non côté,bon,,111
,57,,BESSON,La Leçon de Sainte Jeanne d'Arc,1934,Non côté,bon,,111
,57,,BLANCHET,Panégyrique de Jeanne d'Arc,1943,Non côté,bon,,111
,57,,BOUGAUD,"Panégyrique de Jeanne d'Arc, prononcé dans la cathédrale d'Orléans",1865,Non côté,bon,,111
,57,,CHAPON,Discours prononcé dans la cathédrale d'Orléans le 6 Mai 1909 à l'inauguration du triduum célébré en l'honneur de la Bienheureuse Jeanne d'Arc,1909,Non côté,bon,,111
,57,,COULET R. P.,509e Anniversaire de la Délivrance d'Orléans par Sainte Jeanne d'Arc,1938,Non côté,bon,,111
,57,,DOUAIS,"Jeanne d'Arc, Drame personnel, drame, national, drame humain, panégyrique prononcé dans la cathédrale d'Orléans",1905,Non côté,bon,,111
,57,,ENARD,"La Pucelle d'Orléans, panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans le mardi 8 mai 1906",1906,Non côté,bon,,111
,57,,FILLON,"502e Anniversaire de la Délivrance d'Orléans par Jeanne d'Arc, Sainte Jeanne d'Arc messagère de paix, ouvrière d'union",1931,Non côté,bon,,111
,57,,FREPPEL,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans à la fête du 8 mai 1860,1860,Non côté,bon,,111
,57,,GERMAIN,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans le lundi 8 mai 1882,1882,Non côté,bon,,111
,57,,GIBIER,"495e Anniversaire de la délivrance d'Orléans par Jeanne d'Arc, Jeanne d'Arc, messagère de l'espérance",1924,Non côté,bon,,111
,57,,GINISTRY,"Jeanne d'Arc et la France de la grande guerre, panégyrique de la bienheureuse Jeanne d'Arc, prononcé dans la cathédrale d'Orléans le dimanche 12 mai 1918 pour le 489e anniversaire de la délivrance de la ville",1918,Non côté,bon,,111
,57,,"GINISTRY, TISSIER et DU BOIS DE LA VILLERABEL","Ve centenaire de la délivrance d'Orléans, Jeanne d'Arc, trois panégyriques de la Sainte prononcés dans la cathédrale d'Orléans les 6, 7 et 8 mai 1929",1929,Non côté,bon,,111
,57,,GRENTE,"Jeanne la Victorieuse, panégyrique prononcé à la cathédrale Sainte-Croix d'Orléans le 8 mmai 1936",1936,Non côté,bon,,111
,57,,MAS R.P.,Jeanne d'Arc,1891-1892,Non côté,bon,,111
,57,,CHAPON,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans le jeudi 8 Mai 1884 pour el 455e anniversaire de la délivrance d'Orléans,1884,Non côté,bon,,111
,57,,D'AIX ARLES et EMBRUN,Lettre Pastorale et mandement sur la véritable Jeanne d'Arc,1894,Non côté,bon,,111
,57,,JANVIER,"La Force d'Ame en Jeanne d'Arc, panégyrique prononcé à la cathédrale de Poitiers le 27 juin 1909",1909,Non côté,bon,,111
,57,,IZART,"L'ostensoir de Dieu, panygérique de la Bienheureuse Jeanne d'Arc prononcé dans la cathédrale d'Orléans le lundi 8 Mai 1911 pour le 482e Anniversaire de la délivrance de la ville",1911,Non côté,bon,,111
,57,,RICARD,"Jehanne , La Die surnaturelle en Jeanne d'Arc",1912,Non côté,moyen,,111
,57,,PADE,"Jeanne d'Arc, Héroïne de la patrie, panégyrique prononcé à la Cathédrale d'Orléans le 8 Mai 1935",1935,Non côté,moyen,,111
,57,,ROUQUETTE,"Le Patriotisme et le surnaturel, panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans le 8 mai 1878",1878,Non côté,bon,,111
,57,,PLANUS (Abbé),"Jeanne d'Arc et la Foi populaire, panégyrique prononcé dans la cathédrale d'Orléans le 8 Mai 1881 pour le 452e anniversaire de la délivrance d'Orléans",1881,Non côté,bon,,111
,57,,MORISSET,Eloge de Jeanne d'Arc prononcé dans l'église cathédrale d'Orléans le 8 mai 1829,1829,Non côté,mauvais,,111
,57,,MOUSSARON,"508e Anniversaire de la Délivrance d'Orléans par Sainte Jeanne d'Arc, Panégyrique prononcé à la cathédrale Sainte-Croix d'Orléans le 8 mai 1937",1937,Non côté,bon,,111
,57,,MARMOTTIN,Panégyrique de Ste Jeanne d'Arc,1933,Non côté,bon,,111
,57,,SALIEGE J.-G.,"Jeanne d'Arc, Panégyrique de la Sainte prononcé en l'Eglise cathédrale d'Orléans le 8 Mai 1928 pour le 499e Anniversaire de la Délivrance",1928,Non côté,bon,,111
,57,,MERMILLOD,Panégyrique de Jeanne d'Arc prononcé dans la cathédrale d'Orléans le 8 Mai 1863,1863,Non côté,moyen,,111
,57,,VALLEE,"Jeanne d'Arc, discours prononcé dans l'église du Crotoy le 12 août 1894",1894,Non côté,bon,,111
,57,,TOUCHET,"La Mission de la vénérable Jeanne d'Arc, panégyrique prononcé dans la cathédrale d'Orléans le vendredi 8 Mai 1896 pour le 467e anniversaire de la délivrance d'Orléans",1896,Non côté,bon,,111
,57,,RICHAUD,"510e Anniversaire de la Délivrance d'Orléans par Sainte Jeanne d'Arc, panégyrique prononcé à la cathédrale Sainte Crois d'Orléans le 8 mai 1939",1939,Non côté,bon,,111
,57,,SAGOT,"Benoït XV et Jeanne d'Arc, panégyrique prononcé dans la cathédrale d'Orléans le 6 mai 1921",1921,Non côté,bon,,111
,57,,BOULEY,"La Sainte de l'unité française, discours prononcé à la cathédrale d'Orléans, le 8 mais 1949 aux fêtes du 520e anniversaire de la délivrance d'Orléans par Sainte jEanne d'Arc",1949,Non côté,bon,,111
,57,,LECOEUR,"Jeanne d'Arc rédemptrice de la France, panégyrique de Sainte Jeanne d'Arcprononcé dans la cathédrale d'Orléans, le 8 Mai 1922",1922,Non côté,bon,,111
,57,,LEGER,"Panégyrique de Ste Jeanne d'Arc, prononcé en la Cathédrale d'Orléans, le 8 mai 1958 pour le 529e Anniversaire de la Délivrance",1958,Non côté,bon,,111
,57,,LEMANN,"Jeanne d'Arc restauratrice de l'unité française, panégyrique prononcé dans la cathédrale d'Orléans le Vendredi 8 mai 1891 pour le 462e anniversaire de la délivrance d'Orléans",1891,Non côté,bon,,111
,57,,LEFEBVRE-DIBON,"Sainte Jeanne d'Arc, son patriotisme et son esprit de paix",1931,Non côté,bon,,111
,57,,HENRY,Discours prononcé à la fête célébrée le 27 Juin 1909 à la Cathédrale de Nancy en l'honneur de la béatification de Jeanne d'Arc,1909,Non côté,bon,,111
,57,,TURINAZ,"La Très sainte vierge Jeanne d'Arc et la France, discours prononcé devant la grotte de Lourdes",1888,Non côté,bon,,111
,57,,TURINAZ,L'uvre des Prières et des tombes militaires et de l'achèvement de la basilique de Jeanne d'Arc à Domrémy,1892,Non côté,bon,,111
,57,,TURINAZ,La Seconde apparition de Jeanne d'Arc,1909,Non côté,bon,,111
,57,,TURINAZ,Jeanne d'Arc et le monument national de Domremy,1890,Non côté,bon,,111
,57,,TURINAZ,"La Très sainte vierge Jeanne d'Arc et la France, discours prononcé devant la grotte de Lourdes",1888,Non côté,bon,,111
,57,,MARCHAL,Fêtes de Chateaurenard en l'honneur de Jeanne d'Arc les 22 et 23 mai 1894,1894,Non côté,bon,,111
,57,,MOURICHON,"Un Evèque collaborateur au XVe siècle ""Pierre Cauchon""",1970,Non côté,bon,,111
,57,,COSTES,Jeanne d'Arc miracle de bravoure,1915,Non côté,bon,,111
,57,,FANTON R.,Les Cendres de Jeanne d'Arc,1891,Non côté,moyen,,111
,57,,,Les Verrières Jeanne-D'Arc à la cathédrale d'Orléans,1897,Non côté,bon,,111
,57,,TOUCHET,Inauguration des verrières de Jeanne d'Arc le 7 mai 1897,1897,Non côté,bon,,111
,57,,L. M**,Un Songe ou la nouvelle Jeanne d'Arc,1849,Non côté,bon,,111
,57,,VIE,"L'Eglise de Jeanne D'Arc à Poittiers, discours prononcé le 29 mai 1910 en l'église de St-Jean-de-Montierneuf",1910,Non côté,moyen,,111
,57,,BERNET,"Panégyrique de Jeanne d'Arc, prononcé le 8 Mai 1817, dans l'église cathédrale d'Orléans",1817,Non côté,moyen,,111
,57,,LEMANN,"Jeanne d'Arc, récompense des croisades",1887,Non côté,bon,,111
,57,,Mr l'évèque d'Orléans,"Ce que dit la ""Jeanne d'Arc"" dans sa gloire, discours prononcé dans la cathédrale de Rouen",1920,Non côté,bon,,111
,57,,LENOBLE,"Jeanne d'Arc à Jargeau, panégyrique à l'héroine prononcé dans l'église paroissiale de Jargeau le dimanche 18 septembre 1898",1898,Non côté,bon,,111
,57,,AUDOUIN,"501e Anniversaire de la délivrance d'Orléans par Jeanne d'Arc, Jeanne d'Arc le plus émouvant film d'Histoire",1930,Non côté,moyen,,111
,,,MESTRE J.-B.,"Bibliothèque Johannique, Catalogue, extrait du Tome XXVIII : Procès-Verbaux des Séances de la Société de Compiègne",1926,Non côté,bon,,111
,,,BAUSSAN C.,L'imitation de Jeanne d'Arc,1942,Non côté,bon,,111
,,,MAROT P.,Neufchateau en Lorraine au Moyen-Âge,1932,Non côté,bon,,111
,,,,"Mazerand 1, Toul Liverdun",,,,,112
,,,,"Mazerand 3, 4, 5 Liverdun Azeloy Vandières",,,,,112
,,,,"Mazerand 2, Saint-Nicolas-de-Port",,,,,112
,,,,"Mazerand 6, Rosières-aux-Salines",,,,,112
,,,,"Mazerand 8, Saint-Nicolas-de-Port",,,,,112
,,,,"Mazerand 9, Saint-Nicolas-de-Port",,,,,113
,,,,"Mazerand 7, Architectures, Objets d'art",,,,,112
,,,,"Mazerand 10, Légendes",,,,,113
,,,,"Mazerand 11 1, Prémontrés",,,,,113
,,,,"Mazreand 11 2, Sainte-Marie-aux-Bois",,,,,113
,,,,"Mazerand 12, Sainte-Marie-aux-Bois",,,,,113
,,,,"Mazerand 13, Collégiales",,,,,113
,,,,"Mazerand 14, Colombey-les-Belles, Canton de St-Nicolas",,,,114,
,,,,"Mazerand 15, Liverdun",,,,,114
,,,,"Mazerand 16, Saint-Nicolas-de-Port, Saint-Marie-aux-Bois",,,,114,
,,,,"Mazerand 17, Varennes",,,,,114
,,,,"Mazerand 18, Metz",,,,,114
,,,,"Mazerand 19, Correspondance",,,,,114
,,,,"Mazerand 20, Légendes, photos",,,,,115
,,,,"Mazerand 21, Légendes",,,,,115
,,,,"Mazerand 22, Papiers personnels",,,,,115
,,,,"Mazerand 23, Ars-sur-Moselle, Rozérieulles",,,,,115
,,,,"Mazerand 24, Amance a Vezelise",,,,,115
,,,,"Mazerand 25, Fenetrange, Grostenquin",,,,,115
,,,,"Mazerand 26, Commission de sauvegarde",,,,,116
,,,,"Mazerand 27, Prémontrés, Colombey-les Belles",,,,,116
,,,,"Mazerand 28, Liste des communes inventoriées, Toul",,,,116,
,,,,"Mazerand 29, Sainte-Marie-aux-Bois, traduction technique",,,,116,
,,,,"Mazerand 30, Cahiers de blocs",,,,,116
,,,,"Mazerand 31, Répertoires",,,,,116
,,,,"Fonds Mazerand, photos : Eglises et chapelles Nancy",,,,117,
,,,,"Fonds Mazerand, photos : Cantons Baccarat, Badouville, Lunéville et NO de Metz",,117,,,
,,,,"Fonds Mazerand, photos pour l'inventaire, Favières a Germiny, canton de Domèvre",,117,,,
,,,,Fonds Mazerand : cartes de visites et de vux pour la nouvelle année,,,117,,
,,,,"Fonds Mazerand : photos, petites fiches",,,,,117
,,,,Fonds Mazerand : 4 boîtes photos (1),,,,,117
,,,,"Fonds Mazerand : 4 boîtes photos (2), Cantons de Toul Nord et Sud, Clichés réalisés par d'autres enquêteurs de l'inventaire",117,,,,
,,,,"Fonds Mazerand : 4 boîtes photos (3), Abbayes lorraines et granges au dimes",,117,,,
,,,,"Fonds Mazerand : 4 boîte photos (4), onville vierge à l'enfant",,,,117,
,,,,Fonds Mazerand : Cartes postales Nancy,,,,,117
,,,,"Fonds Mazerand : 3 boites de films ""Rangeval"", ""Salival"", la 3e sans titre, bandes de films 24/36, Sainte-Marie-aux-Bois",117,,,,
,,,,Fonds Mazerand : Supplément non trié,,,,,117
,,,HARSANY Z.-E.,"Cahier de Doléances des baillages des généralités de Metz et de Nancy pour les Etat Généraux de 1789, Tome cinquième",1946,Non Côté,moyen,,117
,,,,Fonds Mazerand : Notes ms,,,,,118
,,,,Fonds Mazerand : Inventaire des dossiers,,,,,117
,,,MOROT C.,Mémoire de maitrise : Sainte-Marie-au-Bois de la fondation à 1220,1968,Non Côté,bon,,117
,,,Ministères des affaires Culturelles,Lexique Eglises de France,,,,,117
,,,Ministères des affaires Culturelles,Note sur l'Inventaire général des monuments et des richesses artistiques de la France,1969,Non Côté,bon,,117
,,,,"Fonds Mazerand : Sainte-Marie-aux-Bois, photos",,,,,118
,,,,Fonds Mazerand : Correspondance avec Mr de la Torre,,,,118,
,,,,Fonds Mazerand : Photos 1,,,,,118
,,,,"Fonds Mazerand : Photos 1 bis, Cantons de Pange, Woippy et Verny",,,118,,
,,,,"Fonds Mazerand : Photos 2, Canton de Domevre-en-Haye",,,,118,
,,,,"Fonds Mazerand : Photos 3, Meuse, Canton de Vigneulles",,,,118,
,,,,"Fonds Mazerand : Photos 3 bis, Canton de Grostenquin",,,,118,
,,,,"Fonds Mazerand : Photos 4, Moselle, Liverdun",,,,,119
,,,,Fonds Mazerand : Photos 4,,,,,118
,,,,"Fonds Mazerand : Photos 5 bis, Con de Fenetrange, cantons divers 57",,,119,,
,,,,"Fonds Mazerand : Photos 6 bis, Canton de Mirecourt et autres",,,,119,
,,,,Fonds Mazerand : Photos 7,,,,,119
,,,,Fonds Mazerand : Photos 7 bis,,,,,119
,,,,"Fonds Mazerand : Photos 10, Saint-Nicolas -de-port",,,,119,
,,,,"Fonds Mazerand : Photos 5, Cantons de Saint-Nicolas-de-port",,,,119,
,,,,"Fonds Mazerand : Photos 8, Blamont et Toul Nord, L à S",,,,119,
,,,,Fonds Mazerand : Photos 8 bis,,,,,119
,,,,"Fonds Mazerand : Photos 9, Canton de Colombey-les-Belles",,,,120,
,,,,Fonds Mazerand : Photos 12,,,,"Autreville, Bezaumont, Bouxières-sous-Froidmont, Champey, Dieulouard, Fey-en-Haye, Landremont,Lesmesnil, Loisy, Maidieres, Millery, Montauville, Morville-sur,Seille, Mousson, Norroy Les Pont-à-Mousson",120
,,,,Fonds Mazerand : Photos 11,,,,,120
,,,,"Fonds Mazerand : Photos 13, Nomény, N à V, Cirey-sur-Vezouse",,,120,,
,,,,"Fonds Mazerand : Photos 14, Nancy ville, Nancy est",,,,120,
,,,,"Fonds Mazerand : Photos 15, Toul, rues A à J",,,,,120
,,,,Fonds Mazerand : Photos 16,,,,,120
,,,,"Fonds Mazerand : Photos 17, Nomeny",,,,,120
,,,,"Fonds Mazerand : Photos 18, Toul Sud, Toul Nord, A à L",,,,120,
,,,,"Fonds Mazerand : Photos 19, Canton de Mirecourt",,,,120,
,,,,"Fonds Mazerand : Photos 20, Rosières-aux-Salines",,,,120,
,,,,"Fonds Mazerand : Photos 21, Nancy Nord-Nancy Ouest",,,,120,
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXIIIe session, Troyes",1935,Non côté,bon,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXIVe session, La Rochelle",1956,Non côté,bon,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXVe session, Cornouailles",1957,Non côté,bon,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXVe session, Cornouailles",1957,Non côté,bon,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXVIe session, Auxerre",1958,,,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXVIIe, Catalogne",1959,,,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXVIIIe, Franche-Comté",1960,,,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXIXe, Maine",1961,,,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXXe, Flandre",1962,,,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXXIe, Avignon et Comtat-Venaissin",1963,,,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXXIIe, Anjou",1964,,,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXXIIIe, Savoie",1965,,,,122
,,,Société Française d'archéologie,"Congrès Archéologique de France : CXXIVe, Cotentin et Avranchin",1966,,,,122
