id,epi,travee,tablette,auteur,titre,annee,cote,tome,etat,metrage_ou_commentaire,carton
2569,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1883,Non côté,,mauvais,,125
2570,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1884,Non côté,,mauvais,,125
2580,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1895,Non côté,,mauvais,,125
2581,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1896,Non côté,,mauvais,,125
2582,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1897,Non côté,,mauvais,,125
2583,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1898,Non côté,,mauvais,,125
2584,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1899,Non côté,,mauvais,,125
2585,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1901,Non côté,,mauvais,,125
2586,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1903,Non côté,,mauvais,,125
2587,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1900,Non côté,,mauvais,,125
2588,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1905,Non côté,,mauvais,,125
2589,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1906,Non côté,,mauvais,,125
2590,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1907,Non côté,,mauvais,,125
2591,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1908,Non côté,,mauvais,,125
2592,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1909,Non côté,,mauvais,,125
2593,,,,,"Almanach - Annuaire Historique, Administratif & Commercial de la Marne, de l'Aisne et des Ardennes, publié par Matot-Braine",1910,Non côté,,mauvais,,125
2638,,,,CALMETTE J.,Jeanne d'Arc,1946,Non côté,,mauvais,,126
2643,,,,AVRIL J.,"Le Triomphe des Lis. Jeanne d'Arc ou la Pucelle d'Orléans, drame en cinq actes et en vers",1814,Non côté,,mauvais,,126
2644,,,,BENZI A.,"Jeanne d'Arc, sa mission et son martyre",1857,Non côté,,mauvais,,126
2727,,,,MALEISSYE,Lettres de Jeanne D'Arc,1911,Non côté,,mauvais,,126
3070,,,,Société Française d'archéologie,Congrès Archéologique de France : LVIIIe session à Besançon,1891,,,mauvais,,122
3075,,,,Société Française d'archéologie,Congrès Archéologique de France : LXIVe session à Morlaix et Brest,1898,,,mauvais,,123
3079,,,,Société Française d'archéologie,Congrès Archéologique de France : LXIXe session à Troyes & Provins,1903,,,mauvais,,123
3159,35,28,3,Société des études historiques,"Revue de la société des études historiques, 54è année année, Tome VI",1888,,,mauvais,,130
3160,35,28,3,Société des études historiques,"Revue de la société des études historiques, 55è année année, Tome VII",1889,,,mauvais,,130
3161,35,28,3,Société des études historiques,"Revue de la société des études historiques, 56è année année, Tome VIII",1890,,,mauvais,,130
3162,35,28,3,Société des études historiques,"Revue de la société des études historiques, 57è année année, Tome IX",1891,,,mauvais,,130
3184,35,28,3,Société des études historiques,"Revue de la société des études historiques, 2è année année, Tome IV",1868,,,mauvais,,130
375,,58,,BADEL E.,Jeanne d'Arc à Nancy,1919,8 V 93,,mauvais,,107
6,,58,,,Jeanne d'Arc - Monuments d'Orléans et divers - Reliques,Non daté,8 V 1,,moyen,,109
7,45,1,6,GUILLAUME L. (docteur),Les problèmes de l'histoire de Jeanne d'Arc,1908,8 V 10,,moyen,,
10,,58,,DESJARDINS A.,Vid de Jeanne d'Arc,1854,8 V 100,,moyen,,107
14,,58,,LUCE S.,Jeanne d'Arc a Domremy,1887,8 V 102,,moyen,,107
16,,58,,HINZELIN E.,Chez Jeanne d'Arc,1904,8 V 103,,moyen,,107
18,,58,,DENIS L.,Jeanne d'Arc medium,1923,8 V 104,,moyen,,107
22,,58,,SCHILLERS,Gzenen aus Jungfrau von Orléans,Non daté,8 V 106,,moyen,,107
37,45,1,5,A. F. N.,"Jeanne d'Arc, tragédie en cinq actes",1825,8 V 113,,moyen,,
38,,58,,NANCY A.F.N.,"Jeanne d'Arc, tragédie en cinq actes",1825,8 V 113,,moyen,,108
43,45,1,5,DE LAMARTINE,"Histoires de Jeanne d'Arc, ",,8 V 115,,moyen,,
44,,58,,DE LAMARTINE,Histoires de Jeanne d'Arc,1863,8 V 115,,moyen,,108
48,,58,,METGE L.,"Jeanne d'Arc, opéra en cinq actes",1874,8 V 117,,moyen,,108
52,,58,,DE BARANTE (Le Baron),Histoire de Jeanne d'Arc,1859,8 V 119,,moyen,,108
58,,58,,MICHELET J.,Jeanne d'Arc,1853,8 V 121,,moyen,,108
60,,58,,MANTELLIER P.,Notice des collections composant le musée de Jeanne d'Arc,1880,8 V 122,,moyen,,108
62,,58,,FABRE J.,Procès de Condamnation de Jeanne d'Arc,1884,8 V 123,,moyen,,108
69,,58,,TOUCHET (Evêque d'Orléans),"Avant, pendant, après la béatification de Jeanne d'Arc",1909,8 V 126,,moyen,,108
79,,58,,,Nationalité de Jeanne d'Arc,,8 V 130,,moyen,,108
80,45,1,4,BLANCHARD P.,Histoire de France en estampes,,8 V 131,,moyen,,
81,,58,,ALLENT B.,Histoire de France en Estampes,1953,8 V 131,,moyen,,108
82,45,1,4,COCHARD T.,"La cause de Jeanne d'Arc, pucelle d'Orléans",1894,8 V 132,,moyen,,
83,,58,,COCHARD T. (abbé),"La Cause de Jeanne d'Arc, Pucelle d'Orléans",1894,8 V 132,,moyen,,108
85,,58,,HUET E.,Jeanne d'Arc et la Musique,1909,8 V 133,,moyen,,108
88,45,1,4,AYROLES J.-B.-J.,L'université de Paris au temps de Jeanne d'Arc et la cause de sa haine contre la libératrice,1902,8 V 135,,moyen,,
89,,58,,AYROLES J.-B.,L'université de Paris au temps de Jeanne d'Arc et la cause de sa haine contre la libératrice,1902,8 V 135,,moyen,,108
91,,58,,ORBAY M.-R.,Jeanne d'Arc Notre Jeannette,1948,8 V 136,,moyen,,108
99,,58,,MARTIN-SAINT-LEON,Jehanne d'Arc,1935,8 V 139,,moyen,,108
103,,58,,LENGLET DU FRESNOY (l'Abbé),"Histoire de Jeanne d'Arc, dite la Pucelle de Jeanne D'Arc",1775,8 V 140,,moyen,,108
105,,58,,PIE DE LANGOGNE,Jeanne d'Arc devant la S. Congrégation des Rites,1894,8 V 141,,moyen,,108
117,,57,,LECOT (Abbé),Panégyrique,1880,8 V 144,15,moyen,,111
120,,57,,LANERY D'ARC,Le Culte de Jeanne d'Arc au XVe siècle,1887,8 V 144,18,moyen,,111
121,,57,,COCHARD T. (abbé),"Comment ""Pourtraicturer"" Jeanne d'Arc libératrice et bienheureuse",1909,8 V 144,19,moyen,,111
131,,57,,PAGIS et DE LA MARZELLE,Souvenir de la Réunion du 21 Février 1890,1890,8 V 144,8,moyen,,111
134,,57,,GUIRAUD J.,La Critique en face d'un mauvais livre,1926,8 V 145,1,moyen,,111
140,,57,,MALASSAGNE (l'Abbé),Panégyrique à Sainte-Jeanne d'Arc,1921,8 V 145,15,moyen,,111
143,,57,,PERNOT F.-A.,Jeanne d'Arc Champenoise et non pas Lorraine,1852,8 V 145,18,moyen,,111
145,,57,,BERNOVILLE G et BUCAILLE V. et MARITAIN J.,"D'une Mauvaise critique, réponse à M. Jean Guiraud",1927,8 V 145,2,moyen,,111
151,,57,,PLANUS (Abbé),Allocutions et discours,1895,8 V 145,25,moyen,,111
152,,57,,,Jeanne d'Arc - Fête nationale,,8 V 145,26,moyen,,111
155,,57,,PRUTZ H.,Bie Briefe Jeanne d'Arc,1914,8 V 145,4,moyen,,111
157,,57,,VERGHETTI B.,Hymni et inscriptiones in laudem caelitis beata novensilis,1909,8 V 145,6,moyen,,111
159,,57,,,"Catalogue d'une Jolie collection de livres sur Jeanne d'Arc, la lorraine et le pays messin",1888,8 V 145,8,moyen,,111
160,,57,,,"Livres Anciens et modernes relatifs à Jeanne d'Arc et au siège d'Orléans, en 1429",1875,8 V 145,9,moyen,,111
169,45,1,6,SCHILLER,uvres dramatiques de Schiller,1865,8 V 15,,moyen,,
170,,58,,SCHILLER,uvres Dramatiques,1865,8 V 15,,moyen,,106
177,45,1,4,DE L'AVERDY,Procès de Jeanne d'Arc,,8 V 153,,moyen,,
178,,58,,DE L'AVERDY,Procès de Jeanne d'Arc,,8 V 153,,moyen,,108
186,,58,,CLAUDEL P.,Jeanne d'Arc au bucher,1939,8 V 157,,moyen,,109
195,45,1,4,MAROT P.,Le pays de Jeanne d'Arc,1951,8 V 161,,moyen,,
196,,58,,MAROT P.,Le Pays de Jeanne d'Arc,1951,8 V 161,1,moyen,,109
197,45,1,6,BARBIER P.-J.,"Jeanne d'Arc, drame en cinq actes, en vers avec churs",1890,8 V 17,,moyen,,
198,,58,,BARBIER P.-J.,"Jeanne d'Arc, drame en cinq actes, en vers avec churs",1890,8 V 17,,moyen,,106
202,45,1,6,D'AVRIGNY,"Jeanne d'Arc à Rouen, tragédie en cinq actes et notice historique sur la mort de Jeanne d'Arc",,8 V 2,,moyen,,
203,,58,,D'AVRIGNY,"Jeanne d'Arc à Rouen, tragédie en cinq actes, et notice historique sur la mort de Jeanne d'Arc",Non daté,8 V 2,,moyen,,106
206,45,1,6,,Jeanne d'Arc à Rouen,,8 V 21,,moyen,,
207,,58,,,Jeanne d'Arc à Rouen,Non daté,8 V 21,,moyen,,106
216,45,1,6,SCRIBE P.-A.-A.,"Jeanne d'Arc, hommes et choses de son temps, étude historique-drame",1861,8 V 26,,moyen,,
217,,58,,SCRIBE P.-A.-A.,"Jeanne Darc, Hommes et Choses de son temps, étude Histoire-Drame",1861,8 V 26,,moyen,,106
219,,58,,BILLARD E.,"Jeanne d'Arc, Trilogie",1896,8 V 27,,moyen,,106
220,45,1,6,MILLOT H.,"Jeanne d'Arc, ou la pucelle d'Orléans, drame en cinq actes et prose",1832,8 V 28,,moyen,,
221,,58,,MIILOT H.,"Jeanne d'Arc ou la Pucelle d'Orléans, Drame en cinq actes",1832,8 V 28,,moyen,,106
223,,58,,LEMIRE C.,Jeanne d'Arc et le Sentiment National,18989,8 V 29,,moyen,,106
228,,58,,ALLEAUME G.,Gloire a Jeanne d'Arc,1894,8 V 30,,moyen,,107
229,45,1,6,GUILLEMIN A.,"Jeanne d'Arc, poëme",1858,8 V 31,,moyen,,
230,,58,,GUILLEMIN H.,Jeanne d'Arc,1858,8 V 31,,moyen,,107
232,,58,,,Jeanne d'Arc au Théâtre,1888,8 V 32,,moyen,,107
236,,58,,,Histoire du Siège d'Orléans par les Anglais en 1428,1885,8 V 34,,moyen,Libraire éditeur H. HERLUISON,107
237,45,1,6,DEBOUT H.,"La bienheureuse Jeanne d'Arc, nouvelle vie populaire illustrée",1907,8 V 35,,moyen,,
241,45,1,6,MAURIN M.,"Jeanne d'Arc, ou le siège d'Orléans, comédie héroïque à grand spectacle, en trois actes et en vers",1809,8 V 37,,moyen,,
242,,58,,MAURIN,"Jeanne d'Arc, ou le siège d'Orléans, comédie héroïque à grand spectacle, en trois actes et en vers",1809,8 V 37,,moyen,,107
243,45,1,6,CRESSOT E.,"Jeanne d'Arc, drame en cinq actes",1841,8 V 38,,moyen,,
244,,58,,CRESSOT E.,"Jeanne d'Arc, drame en cinq actes",1841,8 V 38,,moyen,,107
245,45,1,6,DEGUERRY (abbé),Eloges de Jeanne d'Arc prononcés dans l'église cathédrale d'Orléans,1856,8 V 39,,moyen,,
246,,58,,DEGUERRY (l'Abbé),"Eloge de Jeanne d'Arc, prononcés dans l'église cathédrale d'Orléans",1856,8 V 39,,moyen,,106
251,45,1,6,CORBANI P.,Jeanne d'Arc,,8 V 41,,moyen,,
256,,58,,FABRE J.,Le mois de Jeanne d'Arc,1892,8 V 43,,moyen,,106
258,,58,,ZELLER B. et LUCHAIRE A.,Charles VII et Jeanne d'Arc,1886,8 V 44,,moyen,,106
259,45,1,6,MAX. DE M**,"Jeanne d'Arc, ou le récit d'un preux chevalier",1832,8 V 45,,moyen,,
260,,58,,MAX DE M***,Jeanne d'Arc ou le récit d'un preux chavalier,1832,8 V 45,,moyen,,106
261,45,1,6,ROY J.-J.-E.,Histoire de Jeanne d'Arc dite la pucelle d'Orléans,1850,8 V 46,,moyen,,
262,,58,,ROY J.-J.-E.,Histoire de Jeanne d'Arc dite la pucelle d'Orléans,1850,8 V 46,,moyen,,106
267,45,1,6,SOUMET A.,"Jeanne d'Arc, tragédie en cinq actes et en vers",1825,8 V 49,,moyen,,
268,,58,,SOUMET A.,"Jeanne d'Arc, tragédie en cinq actes et en vers",1825,8 V 49,,moyen,,106
270,,58,,MOUROT V. (l'Abbé du Diocèse de St dié),"Jeanne d'Arc, sainteté et patriotisme, drame en trois actes accompagné de notes historiques en appendice",1879,8 V 5,,moyen,,106
272,,58,,MOUROT V. (l'Abbé du Diocèse de St dié),"Jeanne d'Arc Sainteté & Patriotisme, drame en cinq actes avec musique des churs et couplets",1890,8 V 5,bis,moyen,,106
273,45,1,6,CUVELIER J. G. A.,"Jeanne d'Arc ou la pucelle d'Orléans, pantomine en trois actes et à grand spectacle",1803,8 V 50,,moyen,,
274,,58,,CUVELIER J. G. A.,"Jeanne d'Arc ou la Pucelle d'Orléans, Pantomime en trois actes et a grand spectacle",1803,8 V 50,,moyen,,106
278,,58,,,Bibliographie de Jeanne dArc,,8 V 52,,moyen,,107
289,45,1,6,,Mémoires concernant la pucelle d'Orléans,,8 V 58,,moyen,,
290,,58,,,Mémoires concernants la pucelle d'Orléans,Non daté,8 V 58,,moyen,,107
291,45,1,6,,"Jeanne d'Arc, récit historique et critique de sa mission, présenté sous forme dramatique en sept journées et en vers libres",1861,8 V 59,,moyen,,
293,45,1,6,RENARD,"Jeanne d'Arc ou la fille du peuple au Xvè siècle: drame, histoire et critique",1851,8 V 6,,moyen,,
299,,58,,,Jehanne d'Arc,Non daté,8 V 61,,moyen,Légendes populaires - Libraire de P. Martinon,107
306,45,1,6,TOUTAIN-MAZEVILLE,La mission de la pucelle d'Orléans,1865,8 V 65,,moyen,,
307,,58,,TOUTAIN MAZEVILLE,"La mission de la pucelle d'Orléans, chronique mise en vers",1865,8 V 65,,moyen,,107
309,,58,,,Mélanges sur Jeanne d'Arc,,8 V 66,,moyen,,107
311,,58,,,Jeanne d'Arc : Opuscules poétiques,Non daté,8 V 67,,moyen,,109
313,,58,,,"La Mission de Jeanne d'Arc, Notices",Non daté,8 V 68,,moyen,,109
315,,58,,,Jeanne d'Arc au Théâtre,Non daté,8 V 69,,moyen,,109
319,,58,,,Jeanne d'Arc : Almanachs,Non daté,8 V 70,,moyen,,109
321,,58,,MOUROT V. (l'Abbé du Diocèse de St dié),Domremy et le monument national de Joanna d'Arc,1897,8 V 71,,moyen,,107
323,,58,,LORRAIN N.,Notice sur Jeanne Darc et sur sa Statue,1856,8 V 72,,moyen,,107
328,,58,,LE BRUN DE CHARMETTES,"Histoire de Jeanne d'Arc surnommée la Pucelle d'Orléans, tome premier",1817,8 V 73,1,moyen,,107
329,,58,,LE BRUN DE CHARMETTES,"Histoire de Jeanne d'Arc surnommée la Pucelle d'Orléans, tome deuxième",1817,8 V 73,2,moyen,,107
330,,58,,LE BRUN DE CHARMETTES,"Histoire de Jeanne d'Arc surnommée la Pucelle d'Orléans, tome troisième",1817,8 V 73,3,moyen,,107
331,,58,,LE BRUN DE CHARMETTES,"Histoire de Jeanne d'Arc surnommée la Pucelle d'Orléans, tome quatrième",1817,8 V 73,4,moyen,,107
341,,58,,PORCHAT J.-J.,La mission de Jeanne d'Arc,1844,8 V 78,,moyen,,107
343,,58,,FRONTON DU DUC P.,Histoire tragique de Jeanne Darc,1847,8 V 79,,moyen,,107
344,45,1,6,LONGIN (abbé),Eloge de Jeanne d'Arc pour l'anniversaire de la délivrance d'Orléans,1825,8 V 8,,moyen,,
345,,58,,LONGIN (l'Abbé),"Eloge de Jeanne d'Arc, Pour l'Anniversaire de la Délivrance d'Orléans, le 8 Mai 1429 ; prononcé dans la cathédrale de cette ville le 8 Mai 1825",1825,8 V 8,,moyen,,106
346,45,1,5,HEBERT M.,Jeanne d'Arc a-t-elle été abjuré?,1914,8 V 80,,moyen,,
347,,58,,HEBERT M.,Jeanne d'Ard a-t-elle abjuré ?,1914,8 V 80,,moyen,,107
351,,58,,D'ABANY,"Jeanne d'Arc, poème en vingt-quatre chants",1823,8 V 82,,moyen,,107
357,,58,,,Fonds Jeanne d'Arc,Non daté,8 V 85,,moyen,,109
359,,58,,,Jeanne d'Arc : extraits d'ouvrages de l'Histoire,Non daté,8 V 86,,moyen,,109
361,,58,,,"Jeanne d'Arc : Iconographie, tableaux et médailles",Non daté,8 V 87,,moyen,,109
362,45,1,5,,Archives historiques et littéraires du Nord de laFrance et du Midi de la Belgique tome 3: Lettre de Jeanne d'Arc au duc de Bourgogne (1),1833,8 V 88,,moyen,Dans pochette cartonnée,
363,,58,,,"La Mission de Jeanne d'Arc, Notices",Non daté,8 V 88,,moyen,,109
365,,58,,,Jeanne d'Arc - sa Béatification,,8 V 89,,moyen,,107
369,,58,,,"Jeanne d'Arc : Panégyriques, Discours",Non daté,8 V 90,,moyen,,109
374,45,1,5,BADEL E.,Jeanne d'Arc à Nancy,1890,8 V 93,,moyen,,
377,,58,,,Statues de Jeanne d'Arc érigées en France et à l'étranger,,8 V 94,,moyen,,107
378,45,1,5,BONVALOT A.,"Jeanne d'Arc, poème",1837,8 V 95,,moyen,,
379,,58,,BONVALOT A.,"Jeanne d'Arc, poème",1837,8 V 95,,moyen,,107
381,,58,,ATHANASE RENARD,Jeanne d'Arc était-elle Française ?,1882,8 V 96,,moyen,,107
383,,58,,DE LUCHET,"Dissertation sur Jeanne d'Arc, vulgairement nommée la pucelle d'Orléans",1776,8 V 97,,moyen,,107
385,,58,,LEMAIRE M.H.,Vie de Jeanne d'Arc surnommée la Pucelle d'Orléans,1818,8 V 98,,moyen,,107
390,45,1,6,VERGNAUD-ROMAGNESI C.-F.,Souvenir de Jeanne d'Arc à Orléans (2),1866,Non côté,,moyen,,
394,45,1,6,VERGNAUD-ROMAGNESI C.-F.,Notice sur le cabinet de Jeanne d'Arc à Orléans (5),1864,Non côté,,moyen,,
395,45,1,6,VERGNAUD-ROMAGNESI C.-F.,Notice sur une ancienne bannière de la ville d'Orléans portée jadis aux processions de la délivrance de la ville (6),1836,Non côté,,moyen,,
422,45,2,6,,"Souvenirs de la prise de Jeanne d'Arc, excursion d'un officier russe, avec 20 vues photographiques",,Non côté,,moyen,,
426,45,2,6,,"Jeanne d'Arc à Rouen, du monument expiatoire que lui doit notre ville",1866,Non côté,,moyen,,
471,45,2,6,,"Essais historiques sur la ville de Reims, par un de ses habitants",1823,Non côté,,moyen,,
488,45,2,6,,"Mémoire de la société des Lettres, Sciences et Arts de Bar-le-duc et du musée de géographie tome 47",1928,Non côté,,moyen,,
494,45,2,6,DELASSUS H. (Mgr),La mission posthume de la bienheureuse Jeanne d'Arc et le règne social de Notre Seigneur Jésus-Christ,1913,Non côté,,moyen,,
511,45,2,6,VINCENT H.,La maison des armoises,1877,Non côté,,moyen,,
513,45,2,6,LEMERLE (abbé),"Soixante-cinq panégyriques de la Bienheureuse Jeanne d'Arc, bibliographie analytque",1909,Non côté,,moyen,,
514,45,2,6,LEMERLE (abbé),"Soixante-cinq panégyriques de la Bienheureuse Jeanne d'Arc, bibliographie analytque",1909,Non côté,,moyen,,
543,45,2,6,MORISSET E. (abbé),"Eloge de Jeanne d'Arc, prononcé dans l'Eglise cathédrale d'Orléans",1829,Non côté,,moyen,,
570,45,2,6,VIE (abbé),"L'église de Jeanne d'Arc à Poitiers, discours prononcé en l'église St-Jean-de-Montierneuf",1910,Non côté,,moyen,,
587,45,2,5,QUICHERAT J.,"Rodrigue de Villandrando, l'un des combattants pour l'indépendance française au quinzième siècle",1879,Non côté,,moyen,,
588,45,2,5,TODIERE,Charles VI: les Armagnacs et les Bourguignons,1855,Non côté,,moyen,,
590,45,2,5,HANOTAUX G.,Jeanne d'Arc,1911,Non côté,,moyen,,
592,45,2,5,DE LANGOGNE P. P.,Jeanne d'Arc devant la S. congrégation des rites,1894,Non côté,,moyen,,
614,45,2,5,JOUIN (abbé),"Jeanne d'Arc, mistere en cinq actes et dix-huit tableaux",1909,Non côté,,moyen,,
620,45,2,5,GROSDIDIER DE MATONS,Le mystère de Jeanne d'Arc,1935,Non côté,,moyen,,
621,45,2,5,GAFFRE L.-A. et DESJARDINS A.-C.,Autour de la grande française: les étapes de l'antipatriotisme,1906,Non côté,,moyen,,
641,45,2,5,LECLERC A.,"Dieu, la France et Jeanne d'Arc",1846,Non côté,,moyen,,
657,46,2,0,SAGETTE J.-B.,Jeanne d'Arc en Auxerrois d'après Gérard Vaillot,1910,Non côté,,moyen,,87
668,46,2,0,,Notice sur la chapelle de Bermont,,Non côté,,moyen,87,
672,46,2,0,COMBES F.,Les libérateurs des nations,1874,Non côté,,moyen,,87
695,46,2,0,,La libératrice,1912,Non côté,,moyen,,86
697,46,2,0,FESH P.,La bienheureuse Jeanne d'Arc racontée aux enfants,,Non côté,,moyen,,86
699,46,2,0,,Encyclopédie par l'image: Jeanne d'Arc,,Non côté,,moyen,,86
703,46,2,0,JURANVILLE C.,Jeanne d'Arc,,Non côté,,moyen,,86
710,46,2,0,CLEMENT,Vie de Jeanne d'Arc,,Non côté,,moyen,,86
711,46,2,0,GALLOTTI P.,La merveilleuse histoire de Jeanne d'Arc racontée par un grand père à ses petits enfants,1916,Non côté,,moyen,,86
763,46,1,0,MORAND F.,"Chronique de Jean Le Févre, seigneur de Saint Rémy tome 1",1876,Non côté,,moyen,,85
765,46,1,0,BARBIER P.,Les idylles de Jeanne,1898,Non côté,,moyen,,85
767,46,1,0,DEBOUT H. (Mgr),Les meilleures lectures spirituelles sur Sainte Jeanne d'Arc,1923,Non côté,,moyen,,85
785,46,1,0,FERRY G.,La famille de Jehanne Darc: les aventures de Jehan Darc (1464 - 1465),,Non côté,,moyen,,85
792,46,1,0,EUDE E. J.,Poëmes johanniques,1892,Non côté,,moyen,,85
841,46,1,0,,"Larousse, grand dictionnaire du XIXè siècle: Jeanne d'Arc",,Non côté,,moyen,,84
843,46,1,0,DE ROUJOUX (baron),"Histoire pittoresque de l'Angleterre et de ses possessions dans les Indes, depuis les temps les plus reculés jusqu'à la réforme de 1832 tome 2: Henri IV",1835,Non côté,,moyen,,84
856,46,1,0,VALLET A.,Journal historique de l'institut historique: Sur la manière dont on doit écrire le nom de famille que portait la pucelle d'Orléans,1898,Non côté,,moyen,Dans pochette papier,84
858,46,1,0,RENARD A.,"Du nom de Jeanne d'Arc, examen d'une opinion de M. Vallet de Viriville",1854,Non côté,,moyen,84,
862,46,1,0,,Considérations sur la famille de Jeanne d'Arc,,Non côté,,moyen,84,
884,46,1,0,CLEMENT,Histoire de Jeanne d'Arc,1880,Non côté,,moyen,,84
905,44,2,0,QUICHERAT J.,Aperçus nouveaux sur l'histoire de Jeanne d'Arc,1850,Non côté,,moyen,,93
906,44,2,0,GOERRES G.,Vie de Jeanne d'Arc d'après les chroniques contemporaines,1886,Non côté,,moyen,,93
919,44,2,0,TOUCHET S.-X. (Mgr),La sainte de la patrie tome 2,1920,Non côté,,moyen,,93
922,44,2,0,,Ville de Rouen: Vè centenaire de Jeanne d'Arc,,Non côté,,moyen,,93
970,44,2,0,,Légendes populaires: Jehanne d'Arc,,Non côté,,moyen,,94
972,44,2,0,,"Jeanne d'Arc ou la France reconquise, poëme en douze chants",1867,Non côté,,moyen,,94
977,44,2,0,COUBE S. (abbé),L'épopée de Jeanne d'Arc en dix chants,1911,Non côté,,moyen,,94
980,44,2,0,MALIGNON C.,"Jeanne d'Arc, poème",1894,Non côté,,moyen,,94
997,44,3,0,SEPET M.,Jeanne d'Arc,1888,Non côté,,moyen,,94
1003,44,3,0,,Concours littéraire Jeanne d'Arc,1886,Non côté,,moyen,,94
1028,44,3,0,DE HALDAT,"Examen critique de l'histoire de Jeanne d'Arc, suivi de la relation de la fête célébrée à Dom-Remi en 1820",1850,Non côté,,moyen,,95
1034,44,3,0,MOUROT V. (abbé),Jeanne d'Arc en face de l'église romaine et de la révolution,1886,Non côté,,moyen,,95
1037,44,3,0,TOUTAIN-MAZEVILLE,"La mission de la pucelle d'Orléans, chronique mise en vers",1865,Non côté,,moyen,,95
1039,44,3,0,LECOY DE LA MARCHE A.,"A la gloire de Jeanne d'Arc, variétés historiques",1895,Non côté,,moyen,,95
1076,28,,0,,L'ouvrier n°1462,1890,Non côté,,moyen,,102
1085,28,,0,LE MOYNE (père),La gallerie des femmes fortes,1667,Non côté,,moyen,,101
1087,28,,0,DUBRETON,Histoire du siège d'Orléans et de la pucelle Ieane,1631,Non côté,,moyen,,101
1096,28,,0,COLAS DE LA NOUE E.,Jeanne d'Arc et le siège d'Orléans,1896,Non côté,,moyen,,101
1145,45,1,0,DE ROBVILLE M.,Histoire de Jeanne d'Arc et de Jeanne Hachette,1855,Non côté,,moyen,,87
1166,45,1,0,CANONGE F. (général),Jeanne d'Arc Guerrière,1907,Non côté,,moyen,,87
1172,45,1,0,,Programme Souvenir de la fête solennelles du pays Natal (Ve centenaire de sainte Jeanne d'Arc),1929,Non côté,,moyen,,88
1201,45,1,0,TOUCHET S.-X. (Mgr),La sainte de la patrie tome 1,1921,Non côté,,moyen,,88
1202,45,1,0,TOUCHET S.-X. (Mgr),La sainte de la patrie tome 2,,Non côté,,moyen,,88
1205,45,1,0,,archives et lettres maison de Jeanne d'Arc,,Non côté,,moyen,pochette,88
1209,45,1,0,CHAPELLIER J.-C.,Etude sur la véritable nationalité de Jeanne d'Arc,1886,Non côté,,moyen,,88
1222,45,1,0,CHAMPION P.,Madame d'Or & Jeanne d'Arc - Jeanne d'Arc à Arras,1907,Non côté,,moyen,,88
1233,45,1,0,CELLIEZ A.,Vie de Jeanne d'Arc,1841,Non côté,,moyen,,88
1254,45,1,0,RYNER H.,Chère Pucelle de France!,,Non côté,,moyen,,88
1267,45,1,0,BLEAU C. A.,Mois de Marie et de la Bienheureuse Jeanne d'Arc,,Non côté,,moyen,,89
1277,45,1,0,BATAILLE H.,"Le départ de Jeanne d'Arc, ou comment la pucelle prêcha sa croisade",1945,Non côté,,moyen,,89
1300,45,1,0,BISSIEU E.,"Jeanne d'Arc, Tragédie en cinq Actes et en vers",1905,Non côté,,moyen,,89
1306,45,1,0,RENARD A.,"Jeanne d'Arc ou la fille du peuple au Xvè siècle: drame, histoire et critique",1851,Non côté,,moyen,,89
1307,45,1,0,DUCOUSSO (abbé),"Jeanne d'Arc, drame chrétien et patriotique",1910,Non côté,,moyen,,89
1308,45,1,0,DALLIERE J.,La mission de Jeanne d'Arc,1889,Non côté,,moyen,,89
1322,45,1,0,LEPAGE A.,Jeanne Fille de France ?,1961,Non côté,,moyen,,89
1328,45,1,0,IMBERT J.,"Jeanne d'Arc, drame historique en 6 tableaux",,Non côté,,moyen,,89
