id,cote,tome,type,auteur,titre,couverture,langue,edition,datation,contenu,etat,notes,emplacement
805,4 Z 20,7,Manuscrit imprimé,Collenel,Très humble remontrance au roy par les gentils hommes de Lorraine.,Multicolore,Français,"Pont à Mousson, F. Maret",septembre 1697,Très humble remontrance au roy par les gentils hommes de Lorraine.,Correct,"Factum 4 Z 20 ""XIXe siècle. 1790""",Archives départementales
806,4 Z 20,8,Manuscrit imprimé,,"Question. Dans la coutume générale de Lorraine, un acquérion doit-il indispensablement obtenir un jugement.",Papier cartonné,Français,"Nancy, P. Barbier",18 février 1781,"Question. Dans la coutume générale de Lorraine, un acquérion doit-il indispensablement obtenir un jugement.",Correct,"Factum 4 Z 20 ""XIXe siècle. 1790""",Archives départementales
807,4 Z 20,9,Manuscrit imprimé,Piroux,Précis pour J. P. Brisot contre M. Brexon.,Papier cartonné,Français,,"Thursday, November 24, 1904",Précis pour J. P. Brisot contre M. Brexon.,Correct,"Factum 4 Z 20 ""XIXe siècle. 1790""",Archives départementales
808,4 Z 20,10,Manuscrit imprimé,Général Yousefowitch,Mémoire pour M. Augustin Charles Piroux.,Marron,Français,,"Thursday, November 24, 1904",Mémoire pour M. Augustin Charles Piroux.,Correct,"Factum 4 Z 20 ""XIXe siècle. 1790""",Archives départementales
809,4 Z 20,11,Manuscrit imprimé,,Procès verbal de la cérémonie des obsèques de la très illustre dame Anne Goulet de Montlibert dans l'église d'Ars sur Moselle et oraison funèbre.,Papier cartonné,Français,,13 mars 1814,Procès verbal de la cérémonie des obsèques de la très illustre dame Anne Goulet de Montlibert dans l'église d'Ars sur Moselle et oraison funèbre.,Correct,"Factum 4 Z 20 ""XIXe siècle. 1790""",Archives départementales
810,4 Z 20,12,Manuscrit imprimé,Me Bertrand,Affaire Solvay et Cie contre Daguin et Cie.,Papier cartonné,Français,"Nancy, René Wiener",,Affaire Solvay et Cie contre Daguin et Cie.,Correct,"Factum 4 Z 20 ""XIXe siècle. 1790""",Archives départementales
811,4 Z 20,13,Manuscrit imprimé,Beurard,Conclusions pour le domaine de l'état français contre M. François Dufresne.,Papier cartonné,Français,"Nancy, A. Crépin-Leblond",mars 1896,Conclusions pour le domaine de l'état français contre M. François Dufresne.,Correct,"Factum 4 Z 20 ""XIXe siècle. 1790""",Archives départementales
812,n.c.,,Manuscrit imprimé,Collignon,Arrest de la cour de parlement.,Papier,Français,"Nancy, Veuve Charlot",24 août 1785,Arrest de la cour de parlement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
813,n.c.,,Manuscrit imprimé,Henry,Arrêt du parlement.,Papier,Français,"Metz, Jean Baptiste Collignon",19 juillet 1787,Arrêt du parlement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
814,n.c.,,Manuscrit imprimé,,Arrest de la cour de parlement.,Papier,Français,"Nancy, Veuve Leclerc",24 juillet 1789,Arrest de la cour de parlement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
815,n.c.,,Manuscrit imprimé,De Nozan,Séance tenue par le roi aux états généraux.,Papier,Français,"Nancy, Veuve Leclerc",23 juin 1789,Séance tenue par le roi aux états généraux.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
816,n.c.,,Manuscrit imprimé,Alexandre Lameth,Discours prononcé par le roi à l'assemblée nationale.,Papier,Français,"Nancy, H. Haener",4 février 1790,Discours prononcé par le roi à l'assemblée nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
817,n.c.,,Manuscrit imprimé,Poullain-Grand-Prey,Décret et instruction de l'assemblée nationale.,Papier cartonné,Français,,Novembre 1790,Décret et instruction de l'assemblée nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
818,n.c.,,Manuscrit imprimé,Henry,Décret de l'assemblée nationale.,Papier cartonné,Français,"Epinal, Haener",23 juin 1791,Décret de l'assemblée nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
819,n.c.,,Manuscrit imprimé,Roland,(Double) Acte du corps législatif non sujet à la sanction du roi.,Papier,Français,"Nancy, H. Haener",20 avril 1792,(Double) Acte du corps législatif non sujet à la sanction du roi.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
820,n.c.,,Manuscrit imprimé,,Proclamation du conseil exécutif provisoire de la nation française.,Papier cartonné,Français,"Paris, imprimerie nationale",25 août 1792,Proclamation du conseil exécutif provisoire de la nation française.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
821,n.c.,,Manuscrit imprimé,Henry,Loi relative aux paiemens à faire par le trésor national aux habitants de Longwy et de Verdun.,Papier cartonné,Français,"Paris, imprimerie nationale",14 septembre 1792,Loi relative aux paiemens à faire par le trésor national aux habitants de Longwy et de Verdun.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
822,n.c.,,Manuscrit imprimé,Henry,"Loi additionnelle, relative à la révocation des engagemens des domaines nationaux.",Papier cartonné,Français,"Nancy, H. Haener",17 septembre 1792,"Loi additionnelle, relative à la révocation des engagemens des domaines nationaux.",Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
823,n.c.,,Manuscrit imprimé,Dauphin,(Double) Décret de la convention nationale.,Papier bleu,Français,"Nancy, H. Haener",27 septembre 1792,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
824,n.c.,,Manuscrit imprimé,Henry,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",6 octobre 1792,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
825,n.c.,,Manuscrit imprimé,Le Lorrain,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",9 octobre 1792,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
826,n.c.,,Manuscrit imprimé,Dubois,Décret de la convention nationale.,Papier bleu,Français,"Nancy, H. Haener",12 octobre 1792,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
827,n.c.,,Manuscrit imprimé,Dauphin,Décret de la convention nationale.,Papier cartonné,Français,"Epinal, Haener",15 octobre 1792,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
828,n.c.,,Manuscrit imprimé,Dauphin,(Double) Décret de la convention nationale.,Papier bleu,Français,"Nancy, H. Haener",18 octobre 1792,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
829,n.c.,,Manuscrit imprimé,Dubois,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",19 octobre 1792,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
830,n.c.,,Manuscrit imprimé,Dauphin,Décret de la convention nationale.,Papier cartonné,Français,"Epinal, Haener",19 octobre 1792,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
831,n.c.,,Manuscrit imprimé,Favart,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",25 octobre 1792,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
832,n.c.,,Manuscrit imprimé,,"Décret rendu dans la séance du 13 décembre 1792, l'an premier de la république.",Papier cartonné,Français,"Metz, C. Lamort",13 décembre 1792,"Décret rendu dans la séance du 13 décembre 1792, l'an premier de la république.",Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
833,n.c.,,Manuscrit imprimé,Perrin,Second supplément au bulletin de la convention nationale.,Papier,Français,Imprimerie nationale,9 Nivose an II,Second supplément au bulletin de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
834,n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",1er février 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
835,n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",2 février 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
836,n.c.,,Manuscrit imprimé,Bicquilley,Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",6 février 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
837,n.c.,,Manuscrit imprimé,Prieur,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",9 février 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
838,n.c.,,Manuscrit imprimé,Bicquilley,Adresse de la convention nationale au peuple français.,Papier cartonné,Français,Imprimerie nationale,16 prairial an II,Adresse de la convention nationale au peuple français.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
839,n.c.,,Manuscrit imprimé,Regnault,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",20 février 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
840,n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",5 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
841,n.c.,,Manuscrit imprimé,Garat,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",7 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
842,n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",26 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
843,n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",8 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
844,n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",14 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
845,n.c.,,Manuscrit imprimé,V. Nicolay,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",16 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
846,n.c.,,Manuscrit imprimé,Bicquilley,Adresse des autorités constituées séantes à Nancy à la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",17 mars 1793,Adresse des autorités constituées séantes à Nancy à la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
847,n.c.,,Manuscrit imprimé,Bicquilley,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",18 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
848,n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",20 mars 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
849,n.c.,,Manuscrit imprimé,Garat,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",28 mars 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
850,n.c.,,Manuscrit imprimé,Mourer,Décret de la convention nationale.,Papier cartonné,Français,"Paris, imprimerie nationale",2 avril 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
851,n.c.,,Manuscrit imprimé,Mourer,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",avril 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
852,n.c.,,Manuscrit imprimé,Mourer,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",16 avril 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
853,n.c.,,Manuscrit imprimé,Levasseur,Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",18 avril 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
854,n.c.,,Manuscrit imprimé,Perrin,(Double) Procès verbaux.,Papier,Français,"Nancy, Veuve Bachot","Sunday, November 27, 1904",(Double) Procès verbaux.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
855,n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",24 avril 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
856,n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",5 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
857,n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",5 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
858,n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",23 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
859,n.c.,,Manuscrit imprimé,Perrin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",9 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
860,n.c.,,Manuscrit imprimé,Ministre de la guerre,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",19 mai 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
861,n.c.,,Manuscrit imprimé,J. C. Batteliez,Décret de la convention nationale.,Papier cartonné,Français,,22 mai 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
862,n.c.,,Manuscrit imprimé,Dauphin,Décret de la convention nationale.,Papier cartonné,Français,"Paris, imprimerie nationale",27 juin 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
863,n.c.,,Manuscrit imprimé,Dauphin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",6 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
864,n.c.,,Manuscrit imprimé,Poirson,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",10 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
865,n.c.,,Manuscrit imprimé,Poirson,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",12 juillet 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
866,n.c.,,Manuscrit imprimé,Poirson,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",22 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
867,n.c.,,Manuscrit imprimé,Dauphin,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",22 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
868,n.c.,,Manuscrit imprimé,Saulnier,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",25 juillet 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
869,n.c.,,Manuscrit imprimé,Saulnier,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",6 septembre 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
870,n.c.,,Manuscrit imprimé,Saulnier,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",7 septembre 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
871,n.c.,,Manuscrit imprimé,Guadet,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",29 septembre 1793,(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
872,n.c.,,Manuscrit imprimé,Thirion,Exposition des motifs d'après lesquels l'assemblée nationale a proclamé la convention.,Papier cartonné,Français,"Nancy, H. Haener",octobre 1793,Exposition des motifs d'après lesquels l'assemblée nationale a proclamé la convention.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
873,n.c.,,Manuscrit imprimé,Nicolas,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener","Sunday, November 27, 1904",(Double) Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
874,n.c.,,Manuscrit imprimé,Nicolas,(Double) Décret de la convention nationale.,Papier,Français,"Nancy, H. Haener",16 novembre 1793,(Double) Décret de la convention nationale.,Mauvais,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
875,n.c.,,Manuscrit imprimé,Nicolas,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",30 novembre 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
876,n.c.,,Manuscrit imprimé,Dacraigne,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",4 décembre 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
877,n.c.,,Manuscrit imprimé,,Pétittion de plusieurs citoyens de Nancy à la convention nationale.,Papier cartonné,Français,Pellier,8 mars 1794,Pétittion de plusieurs citoyens de Nancy à la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
878,n.c.,,Manuscrit imprimé,,Décret de la convention nationale.,Papier cartonné,Français,"Paris, imprimerie nationale exécutive du Louvre.",9 mars 1794,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
879,n.c.,,Manuscrit imprimé,,Extrait du bulletin de la convention nationale du 10 frimaire.,Papier cartonné,Français,"Nancy, Veuve Bachot",20 novembre 1794,Extrait du bulletin de la convention nationale du 10 frimaire.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
880,n.c.,,Manuscrit imprimé,J. B. Harmand,(Double) Extrait des registres des délibérations du directoire exécutif.,Papier,Français,,12 octobre 1796,(Double) Extrait des registres des délibérations du directoire exécutif.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
881,n.c.,,Manuscrit imprimé,François,Motion d'ordre sur le commerce et les arts.,Papier,Français,"Paris, Imprimerie nationale",,Motion d'ordre sur le commerce et les arts.,Mauvais,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
882,n.c.,,Manuscrit imprimé,Balland,"Circulaire, 1ere division.",Papier,Français,,15 frumidor an V,"Circulaire, 1ere division.",Mauvais,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
883,n.c.,,Manuscrit imprimé,Letourneux,(Double) Proclamation du directoire exécutif.,Papier,Français,"Nancy, Guivard",12 décembre 1797,(Double) Proclamation du directoire exécutif.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
884,n.c.,,Manuscrit imprimé,Letourneux,"(Double) 6e division, navigation intérieur.",Papier,Français,,10 avril 1798,"(Double) 6e division, navigation intérieur.",Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
885,n.c.,,Manuscrit imprimé,Letourneux,"(Double) 6e division, navigation intérieur.",Papier,Français,,10 avril 1798,"(Double) 6e division, navigation intérieur.",Mauvais,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
886,n.c.,,Manuscrit imprimé,Villot,"(Double) 6e division, navigation intérieur.",Papier,Français,,10 avril 1798,"(Double) 6e division, navigation intérieur.",Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
887,n.c.,,Manuscrit imprimé,Villot,(Double) L'administration centrale du département de la Meurthe à celles municipales de l'arrondissement.,Papier,Français,,7 janvier 1799,(Double) L'administration centrale du département de la Meurthe à celles municipales de l'arrondissement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
888,n.c.,,Manuscrit imprimé,Thiery,(Double) L'administration centrale du département de la Meurthe à celles municipales de l'arrondissement.,Papier,Français,,7 janvier 1799,(Double) L'administration centrale du département de la Meurthe à celles municipales de l'arrondissement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
889,n.c.,,Manuscrit imprimé,Napoléon,(Double) Arrêté de l'administration centrale du département de la Meurthe.,Papier,Français,"Nancy, C. S. Lamort",29 juillet 1799,(Double) Arrêté de l'administration centrale du département de la Meurthe.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
890,n.c.,,Manuscrit imprimé,Dongois,Décret impérial concernant les fabriques.,Papier,Français,"nancy, Leseure",30 décembre 1809,Décret impérial concernant les fabriques.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
891,n.c.,,Manuscrit imprimé,Lebret,Arrest du parlement.,Multicolore,Français,"Paris, Muguet",17 décembre 1712,Arrest du parlement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
892,n.c.,,Manuscrit imprimé,Gothier,Arrest de la cour du parlement.,Marron,Français,"Paris, P. G. Simon",20 décembre 1774,Arrest de la cour du parlement.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
893,n.c.,,Manuscrit imprimé,Joseph Bonaparte,Décret de la convention nationale.,Papier cartonné,Français,"Nancy, H. Haener",3 novembre 1793,Décret de la convention nationale.,Correct,"Factum ""Pièces emanant du parlement de Paris, états généraux, décrets de la convention nationale""",Archives départementales
894,n.c.,,Manuscrit imprimé,,Traité conclu à Luneville ce 20 pluviose l'an 9 de la république française.,Papier,Français,,20 pluviose an IX,Traité conclu à Luneville ce 20 pluviose l'an 9 de la république française.,Mauvais,"Factum ""Armée, document d'intérêt national""",Archives départementales
895,n.c.,,Manuscrit imprimé,Le comte de Rastapchine,Friedens Tractat,Papier,Allemand,,20 octobre 1809,Friedens Tractat,Correct,"Factum ""Armée, document d'intérêt national""",Archives départementales
896,n.c.,,Manuscrit imprimé,,Au nom de l'empereur et roi.,Papier,Français,,24 septembre 1812,Au nom de l'empereur et roi.,Correct,"Factum ""Armée, document d'intérêt national""",Archives départementales
897,n.c.,,Manuscrit imprimé,Thibault,Précis des évènements militaires depuis le 16 août 1813.,Papier,Français,,"Saturday, December 17, 1904",Précis des évènements militaires depuis le 16 août 1813.,Correct,"Factum ""Armée, document d'intérêt national""",Archives départementales
898,n.c.,,Manuscrit imprimé,"Louis, roi de France",Traduction de l'acte passé par le comte de Taaf.,Papier,Français,,6 août 1701,Traduction de l'acte passé par le comte de Taaf.,Correct,"Factum ""Armée, document d'intérêt national""",Archives départementales
899,n.c.,,Manuscrit imprimé,"Louis, roi de France",Le roi aux français.,Papier cartonné,Français,,28 juin 1815,Le roi aux français.,Correct,"Factum ""Armée, document d'intérêt national""",Archives départementales
900,n.c.,,Manuscrit imprimé,"Louis, roi de France",Règlement sur les appointements et la solde des dragons.,Papier,Français,,1er janvier 1791,Règlement sur les appointements et la solde des dragons.,Correct,"Factum ""Armée, document d'intérêt national""",Archives départementales
901,n.c.,,Manuscrit imprimé,M. de Sérigny,Règlement sur les appointements et la solde des dragons.,Papier,Français,,1er janvier 1791,Règlement sur les appointements et la solde des dragons.,Correct,"Factum ""Armée, document d'intérêt national""",Archives départementales
902,n.c.,,Manuscrit imprimé,,Mémoire des titres qu'il est nécessaire de produire pour être reçu au nombre des élèves des écoles royales militaires.,Papier,Français,,,Mémoire des titres qu'il est nécessaire de produire pour être reçu au nombre des élèves des écoles royales militaires.,Correct,"Factum ""Armée, document d'intérêt national""",Archives départementales
903,n.c.,,Manuscrit imprimé,,Mémoire instructif sur ce que les Parens doivent observer pour proposer leurs enfans pour les écoles royales militaires.,Papier,Français,"Nancy, Veuve Leclerc",,Mémoire instructif sur ce que les Parens doivent observer pour proposer leurs enfans pour les écoles royales militaires.,Correct,"Factum ""Armée, document d'intérêt national""",Archives départementales
904,n.c.,,Livre,,Instruction des H. G,Orange,Français,,"Sunday, December 11, 1904",Instruction des H. G,Mauvais,"Factum ""Franc-Maçonnerie""",Archives départementales
905,n.c.,,Livret,,Instruction de compagnon.,Jaune,Français,"Paris, A. Lebon","Saturday, February 04, 1905",Instruction de compagnon.,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
906,n.c.,,Livret,,Instruction pour le grande symbolique d'apprenti,Orange,Français,"Paris, F. Alexandre","Wednesday, February 08, 1905",Instruction pour le grande symbolique d'apprenti,Correct,"Factum ""Franc-Maçonnerie""",Archives départementales
