id,epi,travee,tablette,cote,ordre,lieu,format,auteur,titre,annee,tome,etat,commentaire
25547,1,3,1,8 X 585,,,in-8,Anonyme,Mémoires particuliers pour servir à l'histoire de France - Tome 3,1756,,bon,
25548,1,3,1,8 X 586,,,in-8,Coton Pierre,Genève plagiaire (manque le frontispice) aux armes du collège de Pont-à-Mousson,1619,,bon,
25549,1,3,1,8 X 587,,,in-8,Muret Marc-Antoine,Vita Terentiia  (édition Plantin) - reliure porc estampé avec portrait Luther et Mélanchton,1566,,bon,
25550,1,3,1,8 X 588,,,in-8,Martin Camille,Fayences livre manuscrit des marques et recettes d'essais d'émaux (vers 1892),s.d.,,bon ,
25551,1,3,1,8 X 589,,,in-8,Martin Camille,Cuir repoussé à décor de chardons dédicacé à Maurice Barrès,1897,,bon ,
25552,1,3,1,8 X 590,,,in-4,"BOUCHOT, Henri",De la reliure (reliure mosaïque cuir) (ancien 8 A 271),s.d.,,bon,
25553,1,3,1,8 X 591,,,in-12,"RUELLE, Claude de la",Discours des ceremonies honneurs et pompe reliure de Lucien Wiener de 1861,1609,,bon,
25554,1,3,1,8 X 592,,,in-12,"MARX, Roger",L'art à Nancy en 1882 reliure Wiener exemplaire truffé numéroté 14/25 (ancien 8 S 483),1883,,bon,
25555,1,3,1,8 X 593,,,in-8,Anonyme,Discours adressés au roi. réponses de sa majesté : Voyage dans les départemens de l'Est reliure de Simier ancien 8 K 6,1831,,bon,
25556,1,3,1,8 X 594,,,in-12,"UZANNE, Octave",La nouvelle bibliophilie (reliure Wiener) ancien 8 A 241,1897,,bon,
25557,1,3,1,8 X 595,,,in-8,"FONTENEY, E.J.",Les marques et ex-libris des cerporations du livre reliure H. Rouzaud ancien 8 A 307,1909,,bon,
25558,1,3,1,8 X 596,,,in-8,"GARNIER, Édouard",Histoire de la céramique (reliure Wiener) ancien 8 P 783,1882,,bon,"1,2"
25559,16,64,1,B 1,1,,in-4,anonyme,Missale romanum aux armes de l'abbaye Saint-Remy de Lunéville,1742,,bon,
25560,16,64,1,B 1,2,,in-4,anonyme,"[Document marqué ""incomplet"", pas de titre]",s.d.,,bon,
25561,16,64,1,B 1,3,,in-fol.,anonyme,[Brochure] Association de la propagation de la Foi,s.d.,,bon,
25562,16,64,1,B 1,4,,in-fol.,anonyme,[Brochure] Progrès en France des idées de liberté,s.d.,,bon,
25563,16,64,1,B 1,5,,in-fol.,anonyme,La jeune France catholique,[1845],,bon,
25564,16,64,1,B 1,6,,in-8,anonyme,"[Brochure, sans titre]",s.d.,,bon,
25565,16,64,1,B 1,7,,in-8,anonyme,[Paquet] Les actes des apotres,s.d.,,bon,
25566,16,64,1,B 1,8,,in-8,anonyme,Liste générale des postes de France,1772,,bon,
25567,16,64,1,B 1,9,,in-8,anonyme,Les paysans Lorrains,s.d.,,bon,
25568,16,64,1,B 1,10,,in-8,anonyme,"Journal, affiches,annonces et avis divers",1799,,bon,
25569,16,64,1,B 1,11,,in-8,anonyme,Discours de M. Le garde des sceaux,s.d.,,bon,
25570,16,64,1,B 1,12,,in-8,anonyme,Declaration du Roy Charles,s.d.,,bon,
25571,16,64,1,B 1,13,,in-8,anonyme,Les actes des apotres (nXXIX),s.d.,,bon,
25572,16,64,1,B 1,14,,in-8,anonyme,Les actes des apotres (nXXVII),s.d.,,bon,
25573,16,64,1,B 1,15,,in-8,anonyme,Les actes des apotres (nXXX),s.d.,,bon,
25574,16,64,1,B 1,16,,in-8,anonyme,Les actes des apotres (nXXXII),s.d.,,bon,
25575,16,64,1,B 2,1,,in-8,anonyme,Les actes des apotres (nXXXII),s.d.,,bon,photographie
25576,16,64,1,B 2,2,,in-8,Collectif,[Paquet -préalablement relié?- d'une brochure littéraire (?) trié par dates] Mercure de France,[1787-1791],,bon,
25577,16,64,1,B 2,3,,in-8,"WIENER, Lucien",[recueuil sur Justin Lamoureux],s.d.,,bon,
25578,16,64,1,B 2,4,,in-8,"ABSOLON, K et CZIZEK, R.",Paleolithicky vyzkum jeskyne pekarny na morave,1932,,bon,
25579,16,64,1,B 3,1,,in-8,"ALLEMAGNE, Henry-René d'",Petit guide de l'exposition retrospective Française,1906,,bon,
25580,16,64,1,B 3,2,,in-8,Collectif,[recueuil:] Le régiment de Château Vieux dans l'affaire de Nancy,s.d.,,bon,
25581,16,64,1,B 3,3,,in-8,anonyme,Code de police pour les villes et fauxbourgs de Nancy,1764,,bon,
25582,16,64,1,B 4,1,,in-8,anonyme,La vérité. Observations pour servir de réfutation aux deux rapports de Faure,1793,,bon,
25583,16,64,1,B 4,2,,in-8,anonyme,La guniguette patriotique,1790,,bon,
25584,16,64,1,B 4,3,,in-8,un citoyen passif de la cité de Nancy,L'auteur et la fortune ,1790,,bon,
25585,16,64,1,B 4,4,,in-8,anonyme,La brochurette,s.d.,,bon,
25586,16,64,1,B 4,5,,in-8,M. l'évêque de Nancy,Lettre pastorale,s.d.,,bon,
25587,16,64,1,B 4,6,,in-12,"le curé de ***, auteur de la Lettre à ses paroissiens",Lettre à M. Meynier,s.d.,,bon,
25588,16,64,1,B 4,7,,in-12,"GUILBERT, Charles-Louis et CHARLOT, Joseph",Observations,s.d.,,bon,
25589,16,64,1,B 4,8,,in-12,un laïc,Les pourquoi,1800,,bon,
25590,16,64,1,B 4,9,,in-12,anonyme,"copie de la lettre de l'évêque métropolitain de la Marne, au présbytère de la Meurthe",1796,,bon,
25591,16,64,1,B 4,10,,in-12,M. l'évêque de Nancy,Instruction pastorale et ordonnance,1791,,bon,
25592,16,64,1,B 4,11,,in-12,MAULTROT,"Parallèle des principes de Mr. Lalande, avec ceux des Catholiques et des Hérétiques",s.d.,,bon,
25593,16,64,1,B 4,12,,in-12,anonyme,Tableau de la situation politique de Nancy,s.d.,,bon,
25594,16,64,1,B 4,13,,in-12,"LACOSTE, BAUDOT et BAR","Extrait du registre des procès-verbaux des séances de la société républicaines des Amis de la Liberté et de l'Egalité, établie à Nancy",s.d.,,bon,
25595,16,64,1,B 4,14,,in-12,anonyme,Discours sur les fausses atestations de résidence,1793,,bon,
25596,16,64,1,B 4,15,,in-12,anonyme,Extrait du registre des délibérations de la société des amis de la liberté et de l'égalité,1793,,bon,
25597,16,64,1,B 4,16,,in-12,HOUARD,Pétition du citoyen Houard,1793,,bon,
25598,16,64,1,B 4,17,,in-12,anonyme,Rapport et précis justificatif,s.d.,,bon,
25599,16,64,1,B 4,18,,in-12,collectif,Extrait du registre des délibérations du conseil général de district de Nancy,1794,,bon,
25600,16,64,1,B 4,19,,in-12,anonyme,La tolérance constitutionnelle dans les provinces,1791,,bon,
25601,16,64,1,B 4,20,,in-12,anonyme,Suite de la tolérance constitutionnelle dans les provinces,1792,,bon,
25602,16,64,1,B 4,21,,in-12,anonyme,"Détails de la fête nationale pour le 14 juillet 1790, arrêtées par le roi",s.d.,,bon,
25603,16,64,1,B 4,22,,in-12,anonyme,Le livre rouge,1790,,bon,
25604,16,64,1,B 4,23,,in-12,"DUCHENE, père",Lettre bougrement patriotique du véritable père Duchène,s.d.,,bon,
25605,16,64,1,B 4,24,,in-12,"THIEBAUT, C.",L'ami des Vosges,1790,,bon,
25606,16,64,1,B 4,25,,in-12,anonyme,"Les pourquoi du peuple à ses représentations, à leur retour à l'assemblée nationale",1791,,bon,
25607,16,64,1,B 4,26,,in-12,"DE FLIN, chevalier",Notice de M. le chevalier de Flin,1789,,bon,
25608,16,64,1,B 4,27,,in-12,Commission des Revenus Nationaux,"Copie de la lettre écrite par la Commission des Révenus Nationaux, aux administrateurs de Département des Vosges",1794,,bon,
25609,16,64,1,B 4,28,,in-12,,[dossier] Chaum,,,bon,
25610,16,64,1,B 4,29,,in-12,anonyme,Liste des membres qui composent le collège électoral du Département de la Meurthe,1815,,bon,
25611,16,64,1,B 4,30,,in-4,,[dossier],,,bon,
25612,16,64,1,B 4,31,,in-12,"BELLANGE, abbé",Une anction militaire ,1849,,bon,
25613,16,64,1,B 4,32,,in-12,anonyme,Visite de sa majesté l'empereur François-Joseph au palais ducal de Nancy,1867,,bon,
25614,16,64,1,B 4,33,,in-fol.,anonyme,Visite de sa majesté l'empereur François-Joseph au palais ducal de Nancy,1867,,bon,
25615,16,64,1,B 4,34,,in-12,anonyme,Visite de sa majesté l'empereur François-Joseph au palais ducal de Nancy,1867,,bon,
25616,16,64,1,B 4,35,,in-12,anonyme,Visite de S.M.I.R.A. l'empereur d'Autriche à la chapelle ducale de Lorraine,1867,,bon,
25617,16,64,1,B 4,36,,in-12,anonyme,Note sur une très ancienne carte imprimée à Strasbourg en 1513,s.d.,,mauvais,
25618,16,64,1,B 4,37,,in-12,anonyme,"Détail des malheurs occasionnés par les orages des 8 mai, 21 et 22 juin 1842",1842,,mauvais,
25619,16,64,1,B 4,38,,in-12,"MONTEMONT, Albert",Ode à M. Mollevaut,1841,,bon,
25620,16,64,1,B 4,39,,in-12,"MONTEMONT, Albert",Souvenirs du pays natal,s.d.,,bon,
25621,16,64,1,B 4,40,,in-12,collège de Vic,Cantate pour les vacances ,1835,,bon,
25622,16,64,1,B 4,41,,<in-12,"BENOIT, A.",[dossier] Miscellanées,,,bon,
25623,16,64,1,B 4,42,,in-12,VALOIS,Les deux grenadiers frnaçois,s.d.,,bon,
25624,16,64,1,B 4,43,,in-12,collectif,"Adresse de l'académie de Stanislas à S.M. François-Joseph de Lorraine-Habsbourg empereur d'Autriche, pour son passage à Nancy",1867,,bon,
25625,16,64,1,B 4,44,,in-12,"MARCHAl, fils",Réponse à messieurs les rapporteurs de la commission de boulangerie et de boucherie sociétaires,s.d.,,bon,
25626,16,64,1,B 4,45,,in-12,"TISSERANT, A.",La boulangerie coopérative à Nancy,1869,,moyen,
25627,16,64,1,B 4,46,,in-12,collectif,"Adresse de l'académie de Stanislas à S.M. François-Joseph de Lorraine-Habsbourg empereur d'Autriche, pour son passage à Nancy",1867,,bon,
25628,16,64,1,B 4,47,,in-12,collectif,Couplets chantés au repas du 29 septembre 1828,1828,,bon,
25629,16,64,1,B 4,48,,<in-12,anonyme,Inauguration du monument élevé à Mars-la-Tour à la mémoire des soldats français morts pour la Patrie dans les journées des 16 et 18 août 1870,s.d.,,bon,
25630,16,64,1,B 4,49,,in-12,anonyme,A Nancy,1840,,bon,
25631,16,64,1,B 5,1,,in-12,CABATTE,Notice pour la commune de Vittel,s.d.,,bon,
25632,16,64,1,B 5,2,,in-12,"SCHMIDT, Ed.",Quatrième assemblée générale de la société de prévoyance coopérative protestante de Nancy,1868,,bon,
25633,16,64,1,B 5,3,,>in-fol.,collectif,Caisse d'Epargne et de Prévoyance de Nancy et du département de la Meurthe,s.d.,,mauvais,
25634,16,64,1,B 5,4,,in-12,"DELESTRE, Maurice",Catalogue de livres rares et curieux de la bibliothèque de M. A. Z.,1879,,bon,
25635,16,64,1,B 5,5,,in-12,"DELILLE, Deklier",A son excellence monseigneur le ministre de l'intérieur de l'empire français,s.d.,,bon,
25636,16,64,1,B 6,1,,in-12,DUBOIS,Rapport et projet de règlement ,1797,,moyen,
25637,16,64,1,B 6,2,,in-12,anonyme,Société de secours mutuel des ouvriers de saint François Xavier de Nancy,1910,,bon,
25638,16,64,1,B 6,3,,in-8,anonyme,Histoire des quatre fils Aymon,1836,,bon,
25639,16,64,1,B 6,4,,in-8,anonyme,oeuvre nancéienne de protection de la mère et de l'enfant ,1909,,bon,
25640,16,64,1,B 6,5,,in-8,"MARTY, Albert",Les démocrates populaires Fourriers du Socialisme,s.d.,,bon,
25641,16,64,1,B 6,6,,in-12,"SIMON, Joseph",Etude sur les parti démocrate populaire,s.d.,,bon,
25642,16,64,1,B 6,7,,in-8,"LE TRECORROIS, Jean",Le parti démocrate populaire et la concentration ,s.d.,,bon,
25643,16,64,1,B 6,8,,in-8,"TOUSSAINT, H.",Petit manuel électoral,1928,,bon,
25644,16,64,1,B 6,9,,in-12,Société de secours mutuels des ouvriers de saint François Xavier de Nancy,Assemblée générale du 25 mai 1911,1911,,bon,
25645,16,64,1,B 6,10,,in-8,anonyme,Avant-propos,s.d.,,bon,
25646,16,64,1,B 6,11,,in-8,Société de Patronage fondée en 1848,"Orphelins, Sourds-Muets et Aliénés",1907,,bon,
25647,16,64,1,B 6,12,,in-8,Société des familles ,39è anniversaire,1893,,mauvais,
25648,16,64,1,B 6,13,,in-8,Société des familles ,20è anniversaire,s.d.,,bon,
25649,16,64,1,B 6,14,,in-8,conseil de l'ordre des avocats,Pétition présentée à l'assemblée législative par le conseil de l'ordre des avocats,1849,,bon,
25650,16,64,1,B 6,15,,in-8,anonyme,Première lettre à un verdunois,1718,,bon,
25651,16,64,1,B 6,16,,in-8,"MICHEL, abbé",Orphelinat agricole de garçons,s.d.,,mauvais,
25652,16,64,1,B 6,17,,in-8,collectif,Lettre de quelques habitants du département de la Meurthe à son excellence M. le ministre des affaires ecclésiastiques,1828,,bon,
25653,16,64,1,B 6,18,,in-8,anonyme,Dissertation sur un médaillon frappé au sujet de la régence de son altesse royale madame,1729,,bon,
25654,16,64,1,B 9,1,,in-8,,[dossier] Pont-à-Mousson. Pièces diverses non cataloguées,,,bon,
25655,16,64,1,B 9,2,,in-8,anonyme,Conferenze dette in Bobbio nella ricorrenza del XIII Centenario di S. Colombano Ab.,1923,,bon,
25656,16,64,1,B 9,3,,in-8,anonyme,A Colombano Abbate patrono di Bobbio,1804,,bon,
25657,16,64,1,B 9,4,,in-8,anonyme,La figura di S. Colombano,1923,,bon,
25658,16,64,1,B 9,5,,in-8,DE HALDAT,[dossier] Mélanges,s.d.,,bon,
25659,16,64,1,B 9,6,,in-8,"PAQUOTTE, Charles-Guillaume",Dissertation sur les eaux minérales de Pont-à-Mousson,1719,,bon,
25660,16,64,1,B 9,7,,in-8,"RATTI, Achille",Le ultime vicende della Biblioteca e dell'Archivio di S. Colombano di Bobbio,1901,,bon,
25661,16,64,1,B 9,8,,in-8,anonyme,Les plus anciens témoignages de l'existance d'une langue vulgaire en Gaule et en Italie,1900,,bon,
25662,16,64,1,B 9,9,,in-12,G. CELI S. I.,Cimeli Bobbiesi,1923,,bon,
25663,16,64,1,B 9,10,,in-4,"CURTI-PASINI, G.B.",Il culto di san Colombano in San Colombano al Lambro,1923,,bon,
25664,16,64,1,B 9,11,,in-8,"GOLDEN, John",Saint Colombanus,s.d.,,bon,
25665,16,64,1,B 9,12,,in-8,"LIOY, Paolo",Le misteriose barchette della fontega (Fimon),1895,,bon,
25666,16,64,1,B 9,13,,in-8,"LUGANO, Oliv.",San Colombano,1917,,bon,
25667,16,64,1,B 9,14,,in-8,"CIPOLLA, Carlo",Brevi aneddoti in volgare bobbiese,1904,,bon,
25668,16,64,1,B 9,15,,in-12,"MEDEREIZIGERS, Aan de",Nancy,1933,,bon,
25669,16,64,1,B 9,16,,in-8,"INGOLD, A. M. P.",L'abbaye de Munster 1898,,,bon,
25670,16,64,1,B 9,17,,in-4,anonyme,"Rhein, Saar une Ruhr im Lichte dr französischen Presse",1921,,bon,
25671,16,64,1,B 9,18,,in-4,"DARIAC, Adrien et MANGIN, général",Geheimdokumente über die französische Ruhrpolitik,1923,,bon,
25672,16,64,1,B 9,19,,in-12,anonyme,Description d'une pierre parfaitement conservée mentionnant le nom d'Orly de Widranges,1886,,bon,
25673,16,64,1,B 9,20,,in-4,"OUDET, T.",Croix de calvaire,1862,,bon,
25674,16,64,1,B 9,21,,in-8,"OUDET, T.",Relique de Marie-Antoinette de Lorraine,1844,,bon,
25675,16,64,1,B 9,22,,in-8,"GAUTHIER, Pierre",Acte de depost fait dans les registres et archives de l'Hotel de ville,1708,,bon,
25676,16,64,1,B 9,23,,in-4,"BRAUN VON STUMM, Gustav",Der älteste Luxemburger Löwenpfennig als Heraldisches Dokument,1952,,bon,
25677,16,64,1,B 9,24,,in-4,anonyme,Le grand almanach de St-Avold pour l'année 1892,1892,,bon,
25678,16,64,1,B 9,25,,in-fol.,anonyme,Le grand almanach de St-Avold pour l'année 1891,1891,,bon,
25679,16,64,1,B 9,26,,in-8,,[feuillet non identifiable],,,bon,
25680,16,64,1,B 9,27,,in-4,"CAYON, Jean",Monuments anciens et modernes de la ville de Nancy,1847,,bon,
25681,16,64,1,B 9,28,,in-8,"MAHUET, comte Antoine de",Les société coopératives de reconstruction du département de Meurthe-et-Moselle,1927,,bon,
25682,16,64,1,B 10,1,,in-8,anonyme,Mémoires de la société royale des antiquaire du Nord,1880,,bon,
25683,16,64,1,B 10,2,,in-8,"GIRARD, Francisque",Les faïences parlantes du XVIIè siècle,1927,,bon,
25684,16,64,1,B 10,3,,in-8,Unesco,Aide à la création artistique ,s.d.,,bon,
25685,16,64,1,B 10,4,,in-8,"GEHIN, Henri Edmond",Saluer à la ronde,1979,,bon,
25686,16,64,1,B 10,5,,in-8,anonyme,Compagnie Dutac pour la fertilisation des rives de la Moselle,1841,,bon,
25687,16,64,1,B 10,6,,in-4,anonyme,Le commerce entre Liège et le Lorraine,s.d.,,bon,
25688,16,64,1,B 10,7,,in-8,"LEPAGE, H.",F. Oudet enlumineur de Metz,s.d.,,bon,
25689,16,64,1,B 10,8,,in-4,"LEPAGE, H.",C. Herbel peintre et héraut d'armes de Lorraine,s.d.,,bon,
25690,16,64,1,B 10,9,,in-4,"FONTAINE, André",L'art décoratif et l'école de Nancy,1909,,bon,
25691,16,64,1,B 10,10,,in-4,ROUOT,Nouvelles remarques sur l'état des cures de Nancy,1776,,bon,
25692,16,64,1,B 10,11,,in-4,Salle Poirel,Semaine missionnaire,1928,,bon,
25693,16,64,1,B 10,12,,in-4,"BOYE, Pierre",Discours remise des prix cu conservatoire de musique,1923,,bon,
25694,16,64,1,B 10,13,,in-4,anonyme,Le cinquantenaire industriel de Monsieur  Oscar Berger-Levrault,1900,,bon,
25695,16,64,1,B 10,14,,in-4,anonyme,M. Eugène-Édouard Thiriot,s.d.,,bon,
25696,16,64,1,B 10,15,,in-4,"ROBIN, Emile",Monseigner Amann,s.d.,,bon,
25697,16,64,1,B 10,16,,in-4,"DEMANGEOT, J. E.",Les derniers seigneurs de Perreux,s.d.,,bon,
25698,16,64,1,B 10,17,,in-4,"COLIN, Louis",Mgr Trouillet,1887,,bon,
25699,16,64,1,B 10,18,,in-4,"FRAWENBERG, Adolphe de",Règlement de police sur la voirie et la voie publique dans la ville de Lunéville,1836,,bon,
25700,16,64,1,B 10,19,,in-4,anonyme,Mémoire pour Claude-Nicolas Collin contre Dessalles Marie-Louise,s.d.,,bon,
25701,16,64,1,B 10,20,,in-4,anonyme,Cour royale de Nancy,1824,,bon,
25702,16,64,1,B 10,21,,in-4,LALANDE,Discours prononcé par M. Lalande,1792,,bon,
25703,16,64,1,B 10,22,,in-4,quelques fabricans de la Lorraine,Reflexions sur le contenu du procès-verbal des séances de l'Assemblée pronvinciale des duchés de Lorraine et de Bar,1788,,bon,
25704,16,64,1,B 10,23,,in-4,"CHERRIER, chanoine",Le roi René en Lorraine,1895,,bon,
25705,16,64,1,B 10,24,,in-4,anonyme,Dauga -Les crimes de Pont-à-Mousson,1889,,bon,
25706,16,64,1,B 10,25,,in-4,"TURINAZ, Charles François",Nouvelles atteintes aux droits et aux libertés des catholiques de France,s.d.,,bon,
25707,16,64,2,B 10,26,,in-4,"TURINAZ, Charles François",De l'organisation et de l'action des catholiques de France,1896,,bon,
25708,16,64,2,B 10,27,,in-8,anonyme,Des avantages de la philosophie relativement aux belles-lettres,1774,,bon,
25709,16,64,2,B 10,28,,in-12,anonyme,Programme des fêtes offertes à Nancy pour Marie-Louise d'Autriche,1810,,bon,
25710,16,64,2,B 11,1,,in-12,anonyme,Instruction du préfet de la Meurthe sur les différents objets dont les Conseils municipaux auront à s'occuper,1806,,bon,
25711,16,64,2,B 11,2,,in-12,collectif,Comité de la croix de Bourgogne,1892,,bon,
25712,16,64,2,B 11,3,,in-8,Chan Heurlin,Lo pia ermonèk loûrain,1879,,bon,
25713,16,64,2,B 11,4,,in-8,CAMPAUX Antoine,Rapport sur les prix de vertus,1886,,bon,
25714,16,64,2,B 11,5,,in-8,RAULECOUR,Bureau de charité,1824,,bon,
25715,16,64,2,B 11,6,,in-8,anonyme,Fédération des avoués de France congrès,1938,,bon,
25716,16,64,2,B 11,7,,in-8,anonyme,Statuts de la compagnie des salindes de Ste Valdrée d'Andésina,1871,,bon,
25717,16,64,2,B 11,8,,in-8,anonyme,Règlement de l'asile d'aliénés de Maréville,1858,,bon,
25718,16,64,2,B 11,9,,in-8,Minique Voiclair,Histoire de not'Chalot,1891,,bon,
25719,16,64,2,B 11,10,,in-8,anonyme,Remontrances au Roy par le clergé de Lorraine,1756,,bon,
25720,16,64,2,B 11,11,,in-8,galerie Georges Petit,Exposition Jacques Majorelle janvier 1922,1922,,bon,
25721,16,64,2,B 11,12,,in-8,Chambre commerce,Exposition Jacques Majorelle et céramisue Mougin octobre 1919,1919,,bon,
25722,16,64,2,B 11,13,,in-8,anonyme,La mission à Nancy,1924,,bon,
25723,16,64,2,B 11,14,,in-8,anonyme,Inauguration des nouveaux aménagements du musée Lorrain,1937,,bon,
25724,16,64,2,B 11,15,,in-8,BOYARD,Réponses aux deux libelles anonymes et diffamatoires,1826,,bon,
25725,16,64,2,B 11,16,,in-8,anonyme,Couplets chantés par la garde nationale de Nancy,s.d.,,bon,
25726,16,64,2,B 11,17,,in-8,De CAUMONT,Couplets sur l'air de Vive Henri,s.d.,,bon,
25727,16,64,2,B 11,18,,in-8,anonyme,Pensées d'un militaire français,s.d.,,bon,
25728,16,64,2,B 11,19,,in-8,De CAUMONT,Sur le passage de Mgr le Duc de Berri,s.d.,,bon,
25729,16,64,2,B 11,20,,in-8,anonyme,Couplets pour le passage de SAR Monsieur,s.d.,,bon,
25730,16,64,2,B 11,21,,in-8,MIQUE Constantin,Couplets pour le banquet pour SAR Monsieur,s.d.,,bon,
25731,16,64,2,B 11,22,,in-8,BRION,Relation d'une guérison miraculeuse,1822,,bon,
25732,16,64,2,B 11,23,,in-8,Montureux Adolphe de ,Mémoire sur la possibilité de supprimer le droit sur le sel,1827,,bon,
25733,16,64,2,B 11,24,,in-8,anonyme,Cantique du banquet du 15 avril 1816,1816,,bon,
25734,16,64,2,B 11,25,,in-8,MOLLEVAUT,Discours pour le 14 juillet 1801,1801,,bon,
25735,16,64,2,B 11,29,,in-8,BOLZINGER,L'hôpital militaire d'instruction de Metz,1978,,bon,
25736,16,64,2,B 11,30,,in-8,BEAU,La faculté de médecine de Nancy,1966,,bon,
25737,16,64,2,B 11,31,,in-8,BEAU,Le portrait de Joseph Jadelot dernier doyen de la faculté de médecine de Pont-à-Mousson,s.d.,,bon,
25738,16,64,2,B 12,1,,in-8,DMC,Catalogue le filet brodé (D.M.C.),s.d.,,bon,
25739,16,64,2,B 12,2,,in-8,collectif,Centenaire des sapeurs pompiers de Munster,1929,,bon,
25740,16,64,2,B 12,3,,in-8,FRERE L.,Publicité Pate de Regnauld,s.d.,,bon,
25741,16,64,2,B 12,4,,in-8,collectif,Annuaire de la société des amis du Louvre,1946,,bon,
25742,16,64,2,B 12,5,,in-8,anonyme,Pour les cloches de ND de Lourdes de Nancy feuille volante,s.d.,,bon,
25743,16,64,2,B 12,6,,in-8,anonyme,Bulletin de la mission de Nancy 1954,1954,,mauvais,
25744,16,64,2,B 12,7,,in-8,collectif,Union bulletin de la paroisse St Joseph - mort Mgr Petit,1932,,bon,
25745,16,64,2,B 12,8,,in-8,SADOUL Charles,Le sotret réception à l'académie Stanislas,1930,,bon,
25746,16,64,2,B 12,9,,in-8,BRUNEAU Charles,La chronique de Philippe de Vigneulles,s.d.,,bon,
25747,16,64,2,B 12,10,,in-8,MICHEL abbé,Rapport sur l'orphelinat agricole de garçons de Lupcourt,1901,,bon,
25748,16,64,2,B 12,11,,in-8,collectif,Compte-rendu de la société de patronage des Orphelins - sourds-muets et aliénés,1911,,bon,
25749,16,64,2,B 12,12,,in-8,collectif,Compte-rendu de la société de patronage des Orphelins - sourds-muets et aliénés,1912,,bon,
25750,16,64,2,B 12,13,,in-8,collectif,Société de patronage des condamnés libérés compte-rendu,1902,,bon,
25751,16,64,2,B 12,14,,in-8,LEMALLIER,Catalogue des livres anciens et modernes,1926,,bon,
25752,16,64,2,B 12,15,,in-8,SUTTER Antoine abbé,Choses vues en janvier 1813 au concordat de Fontainebleau par Jacques de Pange,s.d.,,bon,
25753,16,64,2,B 12,16,,in-8,CHOUX JacquesZeitschrift for die Geschichte der Saargegend,Zeitschrift für die Geschichte der Saargegend,1980,,bon,
25754,16,64,2,B 12,17,,in-8,TAVENAUX René,La nation lorraine en conflit avec Rome : l'affaire du code Léopold '1701-1713),1981,,bon,
25755,16,64,2,B 12,18,,in-8,HOUBAUT Abbé,La bonne semence bulletin des catéchistes,1925,,bon,
25756,16,64,2,B 12,19,,in-8,collectif,Le Lien Journal de vacances des Séminaristes,1924,,bon,
25757,16,64,2,B 13,1,,in-8,collectif,Le Lien Journal de vacances des Séminaristes,1925,,bon,
25758,16,64,2,B 13,2,,in-8,anonyme,"Arrest du conseil du roi, portant association de la Faculré de Pont-à Mousson et du collège royal des Médecins de Nancy",1753,,bon,
25759,16,64,2,B 13,3,,in-8,Mique,lettre du préfet à ses administrés,1814,,bon,
25760,16,64,2,B 13,4,,in-8,MARQUIS,Arrêté du préfet sur l'organisation des Cultes,1801,,bon,
25761,16,64,2,B 13,5,,in-8,REGNIER,Ordre du préfet Marquis d'affichage du ministre du complot anglais,1803,,bon,
25762,16,64,2,B 13,6,,in-12,PEGEOT & FAJAL,Le tombeau d'Alice de Vaudémont à Clairlieu,1984,,bon,
25763,16,64,2,B 13,7,,in-12,anonyme,Recueil des inscriptions consacrés à la gloire des ducs et duchesses de Lorraine au Cordeliers,1744,,bon,
25764,16,64,2,B 13,8,,in-12,SCHNEIDER Jean,Clermont-en-Argonne naissance d'une ville,1984,,bon,
25765,16,64,2,B 13,9,,in-12,SCHIESER Valère,Ni rouge ni noir ni bleu ni blanc ni arc-en-ciel,1977,,bon,
25766,16,64,2,B 13,10,,in-12,VITRY Paul,Catalogue du musée de Tours,1911,,bon,
25767,16,64,2,B 13,11,,in-12,collectif,Sébastien Le Clerc - catalogue de l'exposition bibliothèque municipale de Metz,1980,,bon,
25768,16,64,2,B 13,12,,in-12,collectif,Exotisme et tapisserie au XVIIe siècle catalogue,1983,,bon,
25769,16,64,2,B 13,13,,in-12,PERCEBOIS Gilbert,Les explorations et la mort tagique de Jules Crevaux,1980,,bon,
25770,16,64,2,B 13,14,,in-12,"DUVERNOY, Emile",Note sur le bâtiment des archives de Meurthe-et-Moselle et sur son aménagment,1898,,bon,
25771,16,64,2,B 13,15,,in-12,"GERMAIN, Léon",Les armoiries de la maison de la Vaulx,1894,,bon,
25772,16,64,2,B 13,16,,in-12,URBAIN Charles,Alphonse de Ramberviller,1896,,bon,
25773,16,64,2,B 13,17,,in-12,"PHILIPPE, André",Guide du visiteur à la Maison et au Pays de Jeanne d'Arc 8 G 126,1948,,bon,
25774,16,64,2,B 13,18,,in-12,"BATAILLE, Henri",Le départ de Jeanne d'Arc,,,bon,contient 26 documents
25775,16,64,2,B 13,19,,in-12,anonyme,Le sanctuaire des Vernettes Savoie,,,bon,
25776,16,64,2,B 13,20,,in-12,anonyme,Toulouse et les pays de la Haute-Garonne,1951,,bon,
25777,16,64,2,B 13,21,,in-12,"DUVERNOY, Emile",Le recrutement des archivistes départementaux,1906,,bon,
25778,16,64,2,B 13,22,,in-12,collectif,Revue d'histoire des mines et de la metallurgie,1970,,bon,
25779,16,64,2,B 13,23,,in-12,"ROBINS, Jacqueline",Une année terrible 1710,1881,,bon,
25780,16,64,2,B 13,24,,in-12,"GOURON, André",Studia in honorem eminentissimi cardinalis Alphonsi M. Stickler,s.d.,,bon,
